# nad;folinic_acid;coa;nucleo_mix;spermidin;pga;aa;trna;mg_gluta;camp;K_gluta;y_data;y_data_std;y_pr;y_std_pr
0.017969;0.000031;0.008788;1.687500;0.100000;8100.000000;1.012500;0.000800;32.000000;0.042187;256000.000000;1.175200;0.008500;1.228431;0.056243
0.035937;0.000314;0.017576;3.375000;0.100000;27000.000000;3.375000;0.008000;64.000000;0.421875;512000.000000;0.163900;0.002100;0.258666;0.079097
0.003594;0.000031;0.001758;3.375000;0.100000;8100.000000;0.337500;0.002400;64.000000;0.042187;512000.000000;1.466800;0.019400;1.568673;0.137321
0.017969;0.000094;0.005273;3.375000;0.100000;8100.000000;1.687500;0.000800;64.000000;0.210938;512000.000000;2.063600;0.090400;1.971512;0.074550
0.010781;0.000031;0.001758;3.375000;0.100000;8100.000000;3.375000;0.004000;64.000000;0.042187;512000.000000;2.154000;0.019200;2.202019;0.060977
0.010781;0.000031;0.001758;1.687500;0.100000;8100.000000;0.337500;0.004000;32.000000;0.042187;256000.000000;0.858200;0.035800;1.067572;0.064476
0.003594;0.000031;0.001758;1.012500;0.300000;13500.000000;0.337500;0.004000;32.000000;0.126562;256000.000000;0.708900;0.020100;0.613666;0.069277
0.010781;0.000031;0.005273;3.375000;0.100000;8100.000000;1.687500;0.008000;64.000000;0.126562;512000.000000;1.985100;0.111100;1.812059;0.085804
0.010781;0.000157;0.008788;1.687500;0.300000;13500.000000;0.337500;0.002400;19.200000;0.042187;256000.000000;0.672200;0.006900;0.626506;0.072291
0.003594;0.000157;0.005273;3.375000;0.100000;8100.000000;1.012500;0.000800;64.000000;0.126562;512000.000000;1.829700;0.050500;1.814048;0.050500
0.010781;0.000314;0.005273;3.375000;0.100000;8100.000000;3.375000;0.004000;64.000000;0.126562;512000.000000;2.017800;0.097800;2.019068;0.050683
0.003594;0.000031;0.005273;3.375000;1.000000;8100.000000;1.012500;0.002400;64.000000;0.042187;512000.000000;0.115800;0.022800;0.265060;0.086495
0.003594;0.000157;0.008788;3.375000;0.300000;8100.000000;0.337500;0.000800;64.000000;0.042187;512000.000000;1.449800;0.023000;1.372017;0.059452
0.003594;0.000031;0.008788;1.687500;0.100000;8100.000000;1.012500;0.004000;32.000000;0.042187;256000.000000;1.132200;0.020800;1.128843;0.047649
0.017969;0.000157;0.001758;1.687500;0.100000;13500.000000;1.012500;0.002400;32.000000;0.042187;256000.000000;1.122900;0.091400;1.172315;0.074077
0.010781;0.000094;0.008788;3.375000;0.100000;8100.000000;1.687500;0.000800;64.000000;0.210938;512000.000000;1.988700;0.121000;1.888623;0.069853
0.035937;0.000031;0.001758;3.375000;0.100000;8100.000000;1.012500;0.004000;64.000000;0.042187;512000.000000;2.005100;0.021100;1.961250;0.039791
0.017969;0.000314;0.001758;3.375000;0.500000;8100.000000;0.337500;0.000800;64.000000;0.126562;512000.000000;1.153600;0.033100;1.202544;0.044643
0.017969;0.000157;0.001758;1.012500;0.500000;8100.000000;0.337500;0.004000;32.000000;0.126562;51200.000000;0.338200;0.003000;0.259124;0.075967
0.003594;0.000094;0.001758;3.375000;1.000000;8100.000000;0.337500;0.004000;64.000000;0.042187;512000.000000;0.126600;0.001900;0.163679;0.078077
0.003594;0.000094;0.001758;1.687500;0.300000;2700.000000;1.012500;0.000800;19.200000;0.042187;256000.000000;1.040700;0.012500;1.003605;0.060982
0.003594;0.000031;0.017576;3.375000;0.100000;8100.000000;0.337500;0.000800;64.000000;0.042187;512000.000000;1.536300;0.113800;1.520148;0.070914
0.035937;0.000314;0.005273;3.375000;0.300000;8100.000000;1.012500;0.002400;64.000000;0.042187;512000.000000;1.890500;0.039300;1.752314;0.082573
0.003594;0.000031;0.005273;1.012500;0.300000;13500.000000;0.337500;0.002400;19.200000;0.042187;256000.000000;0.678500;0.004800;0.614400;0.061243
0.017969;0.000157;0.005273;3.375000;0.100000;8100.000000;1.687500;0.000800;64.000000;0.042187;512000.000000;2.241400;0.002600;2.100973;0.072235
0.010781;0.000157;0.001758;3.375000;0.100000;8100.000000;1.687500;0.008000;64.000000;0.042187;512000.000000;2.014400;0.077500;1.919715;0.063972
0.035937;0.000031;0.005273;3.375000;0.100000;8100.000000;1.687500;0.004000;64.000000;0.042187;512000.000000;2.011500;0.116100;2.051211;0.052742
0.017969;0.000314;0.001758;3.375000;0.500000;8100.000000;0.337500;0.004000;64.000000;0.126562;512000.000000;1.067400;0.036700;1.088504;0.049173
0.035937;0.000094;0.005273;3.375000;1.000000;8100.000000;0.337500;0.008000;64.000000;0.042187;512000.000000;0.137400;0.004700;0.218816;0.099798
0.017969;0.000094;0.005273;3.375000;0.100000;8100.000000;0.337500;0.000800;64.000000;0.042187;512000.000000;1.656000;0.035600;1.758630;0.056009
0.003594;0.000157;0.001758;3.375000;0.100000;8100.000000;3.375000;0.000800;64.000000;0.042187;512000.000000;2.103600;0.012400;2.208849;0.065122
0.003594;0.000157;0.005273;1.687500;0.100000;8100.000000;1.012500;0.004000;32.000000;0.042187;256000.000000;1.123100;0.011800;1.153473;0.048938
