#extract;mg_gluta;K_gluta;aa;peg;hepes;trna;coa;nad;camp;folinic_acid;spermidin;pga;nucleo_mix;DNA;promoter;RBS
30;0.4;8;0.15;2;50;0.02;0.026;0.033;0.075;0.0068;0.1;3;0.15;50;10;10
30;0.4;24;0.15;2;50;0.02;0.026;0.165;0.375;0.0068;0.1;9;0.15;50;10;10
30;1.2;8;0.45;2;50;0.1;0.078;0.099;0.225;0.0204;0.5;3;0.15;50;10;10
30;2;24;0.45;2;50;0.06;0.078;0.033;0.225;0.0204;0.5;9;0.15;50;10;10
30;4;80;1.5;2;50;0.2;0.26;0.33;0.75;0.068;1;30;1.5;0;10;10
30;4;80;1.5;2;50;0.2;0.26;0.33;0.75;0.068;1;30;1.5;50;10;10
