name,extract_vol,mg_gluta_vol,k_gluta_vol,aa_vol,peg_vol,hepes_vol,trna_vol,coa_vol,nad_vol,camp_vol,folinic_acid_vol,spermidine_vol,pga_vol,nucleo_mix_vol,dna_high_high_vol,dna_high_low_vol,dna_low_high_vol,dna_low_low_vol,water_vol
H12,3.52,0.125,0.125,0.7875,0.525,0.25,0.0625,0.0375,0.0125,0.0125,0.0625,0.0125,0.0675,0.0625,1.75,0.0,0.0,0.0,3.0875
H13,3.52,0.125,0.125,0.7875,0.525,0.25,0.0625,0.0375,0.0125,0.0125,0.0625,0.0125,0.0675,0.0625,1.75,0.0,0.0,0.0,3.0875
H14,3.52,0.125,0.125,0.7875,0.525,0.25,0.0125,0.0625,0.0375,0.0125,0.0625,0.0375,0.0675,0.0625,1.75,0.0,0.0,0.0,3.0625
H15,3.52,0.125,0.125,0.7875,0.525,0.25,0.0125,0.0625,0.0375,0.0125,0.0625,0.0375,0.0675,0.0625,1.75,0.0,0.0,0.0,3.0625
H16,3.52,0.125,0.125,0.7875,0.525,0.25,0.0125,0.0625,0.0375,0.0125,0.0625,0.0375,0.0675,0.0625,1.75,0.0,0.0,0.0,3.0625
H17,3.52,0.25,0.25,0.2625,0.525,0.25,0.0625,0.0625,0.0625,0.0125,0.125,0.125,0.0675,0.125,1.75,0.0,0.0,0.0,3.0500000000000003
H18,3.52,0.25,0.25,0.2625,0.525,0.25,0.0625,0.0625,0.0625,0.0125,0.125,0.125,0.0675,0.125,1.75,0.0,0.0,0.0,3.0500000000000003
H19,3.52,0.25,0.25,0.2625,0.525,0.25,0.0625,0.0625,0.0625,0.0125,0.125,0.125,0.0675,0.125,1.75,0.0,0.0,0.0,3.0500000000000003
H20,3.52,0.125,0.125,0.7875,0.525,0.25,0.0125,0.0125,0.0375,0.0375,0.0625,0.0375,0.1125,0.0625,1.75,0.0,0.0,0.0,3.0425
H21,3.52,0.125,0.125,0.7875,0.525,0.25,0.0125,0.0375,0.0375,0.0125,0.0625,0.0375,0.1125,0.0625,1.75,0.0,0.0,0.0,3.0425
H22,3.52,0.125,0.125,0.7875,0.525,0.25,0.0375,0.0125,0.0625,0.0125,0.0625,0.0125,0.1125,0.0625,1.75,0.0,0.0,0.0,3.0425
H23,3.52,0.125,0.125,0.7875,0.525,0.25,0.0375,0.0125,0.0625,0.0125,0.0375,0.0375,0.1125,0.0625,1.75,0.0,0.0,0.0,3.0425
I2,3.52,0.125,0.125,0.7875,0.525,0.25,0.0125,0.0125,0.0375,0.0375,0.0625,0.0375,0.1125,0.0625,1.75,0.0,0.0,0.0,3.0425
I3,3.52,0.125,0.125,0.7875,0.525,0.25,0.0125,0.0375,0.0375,0.0125,0.0625,0.0375,0.1125,0.0625,1.75,0.0,0.0,0.0,3.0425
I4,3.52,0.125,0.125,0.7875,0.525,0.25,0.0375,0.0125,0.0625,0.0125,0.0625,0.0125,0.1125,0.0625,1.75,0.0,0.0,0.0,3.0425
I5,3.52,0.125,0.125,0.7875,0.525,0.25,0.0375,0.0125,0.0625,0.0125,0.0375,0.0375,0.1125,0.0625,1.75,0.0,0.0,0.0,3.0425
I6,3.52,0.125,0.125,0.7875,0.525,0.25,0.0125,0.0125,0.0375,0.0375,0.0625,0.0375,0.1125,0.0625,1.75,0.0,0.0,0.0,3.0425
I7,3.52,0.125,0.125,0.7875,0.525,0.25,0.0125,0.0375,0.0375,0.0125,0.0625,0.0375,0.1125,0.0625,1.75,0.0,0.0,0.0,3.0425
I8,3.52,0.125,0.125,0.7875,0.525,0.25,0.0375,0.0125,0.0625,0.0125,0.0625,0.0125,0.1125,0.0625,1.75,0.0,0.0,0.0,3.0425
I9,3.52,0.125,0.125,0.7875,0.525,0.25,0.0375,0.0125,0.0625,0.0125,0.0375,0.0375,0.1125,0.0625,1.75,0.0,0.0,0.0,3.0425
I10,3.52,0.25,0.25,0.2625,0.525,0.25,0.125,0.0375,0.125,0.0125,0.0375,0.125,0.0675,0.125,1.75,0.0,0.0,0.0,3.0375
I11,3.52,0.25,0.25,0.2625,0.525,0.25,0.125,0.0375,0.125,0.0125,0.0375,0.125,0.0675,0.125,1.75,0.0,0.0,0.0,3.0375
I12,3.52,0.25,0.25,0.2625,0.525,0.25,0.125,0.0375,0.125,0.0125,0.0375,0.125,0.0675,0.125,1.75,0.0,0.0,0.0,3.0375
I13,3.52,0.125,0.125,0.7875,0.525,0.25,0.0625,0.0125,0.0125,0.0375,0.0625,0.0375,0.1125,0.0625,1.75,0.0,0.0,0.0,3.0175
I14,3.52,0.125,0.125,0.7875,0.525,0.25,0.0625,0.0125,0.0125,0.0375,0.0625,0.0375,0.1125,0.0625,1.75,0.0,0.0,0.0,3.0175
I15,3.52,0.125,0.125,0.7875,0.525,0.25,0.0625,0.0125,0.0125,0.0375,0.0625,0.0375,0.1125,0.0625,1.75,0.0,0.0,0.0,3.0175
I16,3.52,0.25,0.25,0.7875,0.525,0.25,0.0125,0.0375,0.0625,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.825
I17,3.52,0.25,0.25,0.7875,0.525,0.25,0.0125,0.0375,0.0625,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.825
I18,3.52,0.25,0.25,0.7875,0.525,0.25,0.0125,0.0375,0.0625,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.825
I19,3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0125,0.0125,0.0125,0.0375,0.0375,0.0675,0.125,1.75,0.0,0.0,0.0,2.8000000000000003
I20,3.52,0.25,0.25,0.7875,0.525,0.25,0.0125,0.0375,0.0125,0.0375,0.0625,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.8000000000000003
I21,3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0125,0.0125,0.0125,0.0375,0.0375,0.0675,0.125,1.75,0.0,0.0,0.0,2.8000000000000003
I22,3.52,0.25,0.25,0.7875,0.525,0.25,0.0125,0.0375,0.0125,0.0375,0.0625,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.8000000000000003
I23,3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0125,0.0125,0.0125,0.0375,0.0375,0.0675,0.125,1.75,0.0,0.0,0.0,2.8000000000000003
J2,3.52,0.25,0.25,0.7875,0.525,0.25,0.0125,0.0375,0.0125,0.0375,0.0625,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.8000000000000003
J3,3.52,0.125,0.025,1.3125,0.525,0.25,0.0125,0.0125,0.0125,0.0125,0.0375,0.0625,0.0225,0.0625,1.75,0.0,0.0,0.0,2.7575
J4,3.52,0.125,0.025,1.3125,0.525,0.25,0.0125,0.0125,0.0125,0.0125,0.0375,0.0625,0.0225,0.0625,1.75,0.0,0.0,0.0,2.7575
J5,3.52,0.125,0.025,1.3125,0.525,0.25,0.0125,0.0125,0.0125,0.0125,0.0375,0.0625,0.0225,0.0625,1.75,0.0,0.0,0.0,2.7575
J6,3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0375,0.0125,0.0125,0.0375,0.0625,0.0675,0.125,1.75,0.0,0.0,0.0,2.75
J7,3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0375,0.0125,0.0125,0.0375,0.0625,0.0675,0.125,1.75,0.0,0.0,0.0,2.75
J8,3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0375,0.0125,0.0125,0.0375,0.0625,0.0675,0.125,1.75,0.0,0.0,0.0,2.75
J9,3.52,0.25,0.25,0.7875,0.525,0.25,0.0375,0.0375,0.0125,0.0125,0.0125,0.125,0.0675,0.125,1.75,0.0,0.0,0.0,2.7375000000000003
J10,3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0125,0.125,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.7375000000000003
J11,3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0125,0.0125,0.0125,0.0125,0.125,0.0675,0.125,1.75,0.0,0.0,0.0,2.7375000000000003
J12,3.52,0.25,0.25,0.7875,0.525,0.25,0.0375,0.0375,0.0125,0.0125,0.0125,0.125,0.0675,0.125,1.75,0.0,0.0,0.0,2.7375000000000003
J13,3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0125,0.125,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.7375000000000003
J14,3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0125,0.0125,0.0125,0.0125,0.125,0.0675,0.125,1.75,0.0,0.0,0.0,2.7375000000000003
J15,3.52,0.25,0.25,0.7875,0.525,0.25,0.0375,0.0375,0.0125,0.0125,0.0125,0.125,0.0675,0.125,1.75,0.0,0.0,0.0,2.7375000000000003
J16,3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0125,0.125,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.7375000000000003
J17,3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0125,0.0125,0.0125,0.0125,0.125,0.0675,0.125,1.75,0.0,0.0,0.0,2.7375000000000003
J18,3.52,0.025,0.125,1.3125,0.525,0.25,0.0375,0.0125,0.0125,0.0125,0.0375,0.0625,0.0225,0.0625,1.75,0.0,0.0,0.0,2.7325
J19,3.52,0.025,0.125,1.3125,0.525,0.25,0.0375,0.0125,0.0125,0.0125,0.0375,0.0625,0.0225,0.0625,1.75,0.0,0.0,0.0,2.7325
J20,3.52,0.025,0.125,1.3125,0.525,0.25,0.0375,0.0125,0.0125,0.0125,0.0375,0.0625,0.0225,0.0625,1.75,0.0,0.0,0.0,2.7325
J21,3.52,0.125,0.025,1.3125,0.525,0.25,0.0375,0.0125,0.0375,0.0625,0.0125,0.0125,0.1125,0.0125,1.75,0.0,0.0,0.0,2.6925
J22,3.52,0.125,0.025,1.3125,0.525,0.25,0.0375,0.0125,0.0375,0.0625,0.0125,0.0125,0.1125,0.0125,1.75,0.0,0.0,0.0,2.6925
J23,3.52,0.125,0.025,1.3125,0.525,0.25,0.0375,0.0125,0.0375,0.0625,0.0125,0.0125,0.1125,0.0125,1.75,0.0,0.0,0.0,2.6925
K2,3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0375,0.0125,0.0125,0.0625,0.125,0.0675,0.125,1.75,0.0,0.0,0.0,2.6625
K3,3.52,0.25,0.25,0.7875,0.525,0.25,0.0375,0.0625,0.0625,0.0125,0.125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.6625
K4,3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0375,0.0125,0.0125,0.0625,0.125,0.0675,0.125,1.75,0.0,0.0,0.0,2.6625
K5,3.52,0.25,0.25,0.7875,0.525,0.25,0.0375,0.0625,0.0625,0.0125,0.125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.6625
K6,3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0375,0.0125,0.0125,0.0625,0.125,0.0675,0.125,1.75,0.0,0.0,0.0,2.6625
K7,3.52,0.25,0.25,0.7875,0.525,0.25,0.0375,0.0625,0.0625,0.0125,0.125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.6625
K8,3.52,0.125,0.125,1.3125,0.525,0.25,0.0125,0.0125,0.0125,0.0125,0.0375,0.0625,0.0675,0.0625,1.75,0.0,0.0,0.0,2.6125000000000003
K9,3.52,0.125,0.125,1.3125,0.525,0.25,0.0125,0.0125,0.0125,0.0125,0.0375,0.0625,0.0675,0.0625,1.75,0.0,0.0,0.0,2.6125000000000003
K10,3.52,0.125,0.125,1.3125,0.525,0.25,0.0125,0.0125,0.0125,0.0125,0.0375,0.0625,0.0675,0.0625,1.75,0.0,0.0,0.0,2.6125000000000003
K11,3.52,0.25,0.25,0.7875,0.525,0.25,0.0375,0.0375,0.125,0.0125,0.125,0.0375,0.0675,0.125,1.75,0.0,0.0,0.0,2.6
K12,3.52,0.25,0.25,0.7875,0.525,0.25,0.0375,0.0375,0.125,0.0125,0.125,0.0375,0.0675,0.125,1.75,0.0,0.0,0.0,2.6
K13,3.52,0.25,0.25,0.7875,0.525,0.25,0.0375,0.0375,0.125,0.0125,0.125,0.0375,0.0675,0.125,1.75,0.0,0.0,0.0,2.6
K14,3.52,0.25,0.25,1.3125,0.525,0.25,0.0375,0.0125,0.0125,0.0125,0.0125,0.0625,0.0675,0.125,1.75,0.0,0.0,0.0,2.2975
K15,3.52,0.25,0.25,1.3125,0.525,0.25,0.0375,0.0125,0.0125,0.0125,0.0125,0.0625,0.0675,0.125,1.75,0.0,0.0,0.0,2.2975
K16,3.52,0.25,0.25,1.3125,0.525,0.25,0.0375,0.0125,0.0125,0.0125,0.0125,0.0625,0.0675,0.125,1.75,0.0,0.0,0.0,2.2975
K17,3.52,0.25,0.25,1.3125,0.525,0.25,0.0125,0.0375,0.0625,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.25
K18,3.52,0.25,0.25,1.3125,0.525,0.25,0.0125,0.0375,0.0625,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.25
K19,3.52,0.25,0.25,1.3125,0.525,0.25,0.0125,0.0375,0.0625,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.25
K20,3.52,0.25,0.25,1.3125,0.525,0.25,0.125,0.0375,0.0125,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.235
K21,3.52,0.25,0.25,1.3125,0.525,0.25,0.125,0.0375,0.0125,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.235
K22,3.52,0.25,0.25,1.3125,0.525,0.25,0.125,0.0375,0.0125,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.235
K23,3.52,0.25,0.25,1.3125,0.525,0.25,0.0125,0.0625,0.0375,0.0625,0.0375,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.225
L2,3.52,0.25,0.25,1.3125,0.525,0.25,0.0125,0.0375,0.0625,0.0625,0.0375,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.225
L3,3.52,0.25,0.25,1.3125,0.525,0.25,0.0625,0.0125,0.0375,0.0125,0.0625,0.0375,0.0675,0.125,1.75,0.0,0.0,0.0,2.225
L4,3.52,0.25,0.25,1.3125,0.525,0.25,0.0125,0.0625,0.0375,0.0625,0.0375,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.225
L5,3.52,0.25,0.25,1.3125,0.525,0.25,0.0125,0.0375,0.0625,0.0625,0.0375,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.225
L6,3.52,0.25,0.25,1.3125,0.525,0.25,0.0625,0.0125,0.0375,0.0125,0.0625,0.0375,0.0675,0.125,1.75,0.0,0.0,0.0,2.225
L7,3.52,0.25,0.25,1.3125,0.525,0.25,0.0125,0.0625,0.0375,0.0625,0.0375,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.225
L8,3.52,0.25,0.25,1.3125,0.525,0.25,0.0125,0.0375,0.0625,0.0625,0.0375,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.225
L9,3.52,0.25,0.25,1.3125,0.525,0.25,0.0625,0.0125,0.0375,0.0125,0.0625,0.0375,0.0675,0.125,1.75,0.0,0.0,0.0,2.225
L10,3.52,0.25,0.25,1.3125,0.525,0.25,0.125,0.0375,0.0375,0.0375,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.1875
L11,3.52,0.25,0.25,1.3125,0.525,0.25,0.125,0.0125,0.0375,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.1875
L12,3.52,0.25,0.25,1.3125,0.525,0.25,0.0625,0.0375,0.125,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.1875
L13,3.52,0.25,0.25,1.3125,0.525,0.25,0.125,0.0375,0.0375,0.0375,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.1875
L14,3.52,0.25,0.25,1.3125,0.525,0.25,0.125,0.0125,0.0375,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.1875
L15,3.52,0.25,0.25,1.3125,0.525,0.25,0.0625,0.0375,0.125,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.1875
L16,3.52,0.25,0.25,1.3125,0.525,0.25,0.125,0.0375,0.0375,0.0375,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.1875
L17,3.52,0.25,0.25,1.3125,0.525,0.25,0.125,0.0125,0.0375,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.1875
L18,3.52,0.25,0.25,1.3125,0.525,0.25,0.0625,0.0375,0.125,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,2.1875
L19,3.52,0.125,0.25,2.625,0.525,0.25,0.0625,0.0125,0.0125,0.0125,0.0375,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,1.1125
L20,3.52,0.125,0.25,2.625,0.525,0.25,0.0375,0.0125,0.0125,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,1.1125
L21,3.52,0.125,0.25,2.625,0.525,0.25,0.0625,0.0125,0.0125,0.0125,0.0375,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,1.1125
L22,3.52,0.125,0.25,2.625,0.525,0.25,0.0375,0.0125,0.0125,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,1.1125
L23,3.52,0.125,0.25,2.625,0.525,0.25,0.0625,0.0125,0.0125,0.0125,0.0375,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,1.1125
M2,3.52,0.125,0.25,2.625,0.525,0.25,0.0375,0.0125,0.0125,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,1.1125
M3,3.52,0.25,0.25,2.625,0.525,0.25,0.0125,0.0125,0.0125,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,1.0125
M4,3.52,0.25,0.25,2.625,0.525,0.25,0.0125,0.0125,0.0125,0.0375,0.0375,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,1.0125
M5,3.52,0.25,0.25,2.625,0.525,0.25,0.0125,0.0125,0.0125,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,1.0125
M6,3.52,0.25,0.25,2.625,0.525,0.25,0.0125,0.0125,0.0125,0.0375,0.0375,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,1.0125
M7,3.52,0.25,0.25,2.625,0.525,0.25,0.0125,0.0125,0.0125,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,1.0125
M8,3.52,0.25,0.25,2.625,0.525,0.25,0.0125,0.0125,0.0125,0.0375,0.0375,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,1.0125
M9,3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0125,0.0375,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.9875
M10,3.52,0.25,0.25,2.625,0.525,0.25,0.0375,0.0125,0.0375,0.0125,0.0375,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.9875
M11,3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0125,0.0375,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.9875
M12,3.52,0.25,0.25,2.625,0.525,0.25,0.0375,0.0125,0.0375,0.0125,0.0375,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.9875
M13,3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0125,0.0375,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.9875
M14,3.52,0.25,0.25,2.625,0.525,0.25,0.0375,0.0125,0.0375,0.0125,0.0375,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.9875
M15,3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0125,0.0625,0.0125,0.0125,0.0375,0.0675,0.125,1.75,0.0,0.0,0.0,0.9375
M16,3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0125,0.0625,0.0125,0.0125,0.0375,0.0675,0.125,1.75,0.0,0.0,0.0,0.9375
M17,3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0125,0.0625,0.0125,0.0125,0.0375,0.0675,0.125,1.75,0.0,0.0,0.0,0.9375
M18,3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0125,0.0125,0.0125,0.0125,0.0375,0.0675,0.125,1.75,0.0,0.0,0.0,0.925
M19,3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0125,0.0125,0.0125,0.0125,0.0375,0.0675,0.125,1.75,0.0,0.0,0.0,0.925
M20,3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0125,0.0125,0.0125,0.0125,0.0375,0.0675,0.125,1.75,0.0,0.0,0.0,0.925
M21,3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0125,0.0625,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.9125
M22,3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0125,0.0625,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.9125
M23,3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0125,0.0625,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.9125
N2,3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0375,0.0125,0.0125,0.0125,0.0375,0.0675,0.125,1.75,0.0,0.0,0.0,0.9
N3,3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0375,0.0125,0.0125,0.0125,0.0375,0.0675,0.125,1.75,0.0,0.0,0.0,0.9
N4,3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0375,0.0125,0.0125,0.0125,0.0375,0.0675,0.125,1.75,0.0,0.0,0.0,0.9
N5,3.52,0.25,0.25,2.625,0.525,0.25,0.0125,0.0375,0.0625,0.0125,0.125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.875
N6,3.52,0.25,0.25,2.625,0.525,0.25,0.0375,0.0625,0.0125,0.0125,0.125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.875
N7,3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0375,0.0375,0.0125,0.0375,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.875
N8,3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0375,0.0125,0.0625,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.875
N9,3.52,0.25,0.25,2.625,0.525,0.25,0.0125,0.0375,0.125,0.0625,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.875
N10,3.52,0.25,0.25,2.625,0.525,0.25,0.0125,0.0375,0.0625,0.0125,0.125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.875
N11,3.52,0.25,0.25,2.625,0.525,0.25,0.0375,0.0625,0.0125,0.0125,0.125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.875
N12,3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0375,0.0375,0.0125,0.0375,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.875
N13,3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0375,0.0125,0.0625,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.875
N14,3.52,0.25,0.25,2.625,0.525,0.25,0.0125,0.0375,0.125,0.0625,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.875
N15,3.52,0.25,0.25,2.625,0.525,0.25,0.0125,0.0375,0.0625,0.0125,0.125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.875
N16,3.52,0.25,0.25,2.625,0.525,0.25,0.0375,0.0625,0.0125,0.0125,0.125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.875
N17,3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0375,0.0375,0.0125,0.0375,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.875
N18,3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0375,0.0125,0.0625,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.875
N19,3.52,0.25,0.25,2.625,0.525,0.25,0.0125,0.0375,0.125,0.0625,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.875
N20,3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0375,0.125,0.0375,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.85
N21,3.52,0.25,0.25,2.625,0.525,0.25,0.0375,0.0375,0.125,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.85
N22,3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0375,0.125,0.0375,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.85
N23,3.52,0.25,0.25,2.625,0.525,0.25,0.0375,0.0375,0.125,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.85
O2,3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0375,0.125,0.0375,0.0125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.85
O3,3.52,0.25,0.25,2.625,0.525,0.25,0.0375,0.0375,0.125,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.85
O4,3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0375,0.0625,0.0625,0.0625,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.8375
O5,3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0375,0.0625,0.0625,0.0625,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.8375
O6,3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0375,0.0625,0.0625,0.0625,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.8375
O7,3.52,0.25,0.25,2.625,0.525,0.25,0.0375,0.0375,0.0625,0.0125,0.125,0.0375,0.0675,0.125,1.75,0.0,0.0,0.0,0.8250000000000001
O8,3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0375,0.0375,0.0375,0.125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.8250000000000001
O9,3.52,0.25,0.25,2.625,0.525,0.25,0.0375,0.0375,0.0625,0.0125,0.125,0.0375,0.0675,0.125,1.75,0.0,0.0,0.0,0.8250000000000001
O10,3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0375,0.0375,0.0375,0.125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.8250000000000001
O11,3.52,0.25,0.25,2.625,0.525,0.25,0.0375,0.0375,0.0625,0.0125,0.125,0.0375,0.0675,0.125,1.75,0.0,0.0,0.0,0.8250000000000001
O12,3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0375,0.0375,0.0375,0.125,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.8250000000000001
O13,3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0125,0.125,0.0625,0.0375,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.7625000000000001
O14,3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0125,0.125,0.0625,0.0375,0.0125,0.0675,0.125,1.75,0.0,0.0,0.0,0.7625000000000001
