# extract, mg_gluta, K_gluta, aa, peg, hepes, trna, coa, nad, camp, folinic_acid, spemidin, pga, nucleo_mix, dna_high_high, dna_high_low, dna_low_high, dna_low_low, water
3.52,0.25,0.25,0.7875,0.525,0.25,0.0125,0.0375,0.0625,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,2.825
3.52,0.25,0.25,0.7875,0.525,0.25,0.0125,0.0375,0.0625,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,2.825
3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0125,0.0125,0.0125,0.0375,0.0375,0.0675,0.125,1.75,0,0,0,2.8
3.52,0.25,0.25,0.7875,0.525,0.25,0.0125,0.0375,0.0125,0.0375,0.0625,0.0125,0.0675,0.125,1.75,0,0,0,2.8
3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0125,0.0125,0.0125,0.0375,0.0375,0.0675,0.125,1.75,0,0,0,2.8
3.52,0.25,0.25,0.7875,0.525,0.25,0.0125,0.0375,0.0125,0.0375,0.0625,0.0125,0.0675,0.125,1.75,0,0,0,2.8
3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0125,0.0125,0.0125,0.0375,0.0375,0.0675,0.125,1.75,0,0,0,2.8
3.52,0.25,0.25,0.7875,0.525,0.25,0.0125,0.0375,0.0125,0.0375,0.0625,0.0125,0.0675,0.125,1.75,0,0,0,2.8
3.52,0.125,0.025,1.3125,0.525,0.25,0.0125,0.0125,0.0125,0.0125,0.0375,0.0625,0.0225,0.0625,1.75,0,0,0,2.7575
3.52,0.125,0.025,1.3125,0.525,0.25,0.0125,0.0125,0.0125,0.0125,0.0375,0.0625,0.0225,0.0625,1.75,0,0,0,2.7575
3.52,0.125,0.025,1.3125,0.525,0.25,0.0125,0.0125,0.0125,0.0125,0.0375,0.0625,0.0225,0.0625,1.75,0,0,0,2.7575
3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0375,0.0125,0.0125,0.0375,0.0625,0.0675,0.125,1.75,0,0,0,2.75
3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0375,0.0125,0.0125,0.0375,0.0625,0.0675,0.125,1.75,0,0,0,2.75
3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0375,0.0125,0.0125,0.0375,0.0625,0.0675,0.125,1.75,0,0,0,2.75
3.52,0.25,0.25,0.7875,0.525,0.25,0.0375,0.0375,0.0125,0.0125,0.0125,0.125,0.0675,0.125,1.75,0,0,0,2.7375
3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0125,0.125,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,2.7375
3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0125,0.0125,0.0125,0.0125,0.125,0.0675,0.125,1.75,0,0,0,2.7375
3.52,0.25,0.25,0.7875,0.525,0.25,0.0375,0.0375,0.0125,0.0125,0.0125,0.125,0.0675,0.125,1.75,0,0,0,2.7375
3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0125,0.125,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,2.7375
3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0125,0.0125,0.0125,0.0125,0.125,0.0675,0.125,1.75,0,0,0,2.7375
3.52,0.25,0.25,0.7875,0.525,0.25,0.0375,0.0375,0.0125,0.0125,0.0125,0.125,0.0675,0.125,1.75,0,0,0,2.7375
3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0125,0.125,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,2.7375
3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0125,0.0125,0.0125,0.0125,0.125,0.0675,0.125,1.75,0,0,0,2.7375
3.52,0.025,0.125,1.3125,0.525,0.25,0.0375,0.0125,0.0125,0.0125,0.0375,0.0625,0.0225,0.0625,1.75,0,0,0,2.7325
3.52,0.025,0.125,1.3125,0.525,0.25,0.0375,0.0125,0.0125,0.0125,0.0375,0.0625,0.0225,0.0625,1.75,0,0,0,2.7325
3.52,0.025,0.125,1.3125,0.525,0.25,0.0375,0.0125,0.0125,0.0125,0.0375,0.0625,0.0225,0.0625,1.75,0,0,0,2.7325
3.52,0.125,0.025,1.3125,0.525,0.25,0.0375,0.0125,0.0375,0.0625,0.0125,0.0125,0.1125,0.0125,1.75,0,0,0,2.6925
3.52,0.125,0.025,1.3125,0.525,0.25,0.0375,0.0125,0.0375,0.0625,0.0125,0.0125,0.1125,0.0125,1.75,0,0,0,2.6925
3.52,0.125,0.025,1.3125,0.525,0.25,0.0375,0.0125,0.0375,0.0625,0.0125,0.0125,0.1125,0.0125,1.75,0,0,0,2.6925
3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0375,0.0125,0.0125,0.0625,0.125,0.0675,0.125,1.75,0,0,0,2.6625
3.52,0.25,0.25,0.7875,0.525,0.25,0.0375,0.0625,0.0625,0.0125,0.125,0.0125,0.0675,0.125,1.75,0,0,0,2.6625
3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0375,0.0125,0.0125,0.0625,0.125,0.0675,0.125,1.75,0,0,0,2.6625
3.52,0.25,0.25,0.7875,0.525,0.25,0.0375,0.0625,0.0625,0.0125,0.125,0.0125,0.0675,0.125,1.75,0,0,0,2.6625
3.52,0.25,0.25,0.7875,0.525,0.25,0.0625,0.0375,0.0125,0.0125,0.0625,0.125,0.0675,0.125,1.75,0,0,0,2.6625
3.52,0.25,0.25,0.7875,0.525,0.25,0.0375,0.0625,0.0625,0.0125,0.125,0.0125,0.0675,0.125,1.75,0,0,0,2.6625
3.52,0.125,0.125,1.3125,0.525,0.25,0.0125,0.0125,0.0125,0.0125,0.0375,0.0625,0.0675,0.0625,1.75,0,0,0,2.6125
3.52,0.125,0.125,1.3125,0.525,0.25,0.0125,0.0125,0.0125,0.0125,0.0375,0.0625,0.0675,0.0625,1.75,0,0,0,2.6125
3.52,0.125,0.125,1.3125,0.525,0.25,0.0125,0.0125,0.0125,0.0125,0.0375,0.0625,0.0675,0.0625,1.75,0,0,0,2.6125
3.52,0.25,0.25,0.7875,0.525,0.25,0.0375,0.0375,0.125,0.0125,0.125,0.0375,0.0675,0.125,1.75,0,0,0,2.6
3.52,0.25,0.25,0.7875,0.525,0.25,0.0375,0.0375,0.125,0.0125,0.125,0.0375,0.0675,0.125,1.75,0,0,0,2.6
3.52,0.25,0.25,0.7875,0.525,0.25,0.0375,0.0375,0.125,0.0125,0.125,0.0375,0.0675,0.125,1.75,0,0,0,2.6
3.52,0.25,0.25,1.3125,0.525,0.25,0.0375,0.0125,0.0125,0.0125,0.0125,0.0625,0.0675,0.125,1.75,0,0,0,2.3
3.52,0.25,0.25,1.3125,0.525,0.25,0.0375,0.0125,0.0125,0.0125,0.0125,0.0625,0.0675,0.125,1.75,0,0,0,2.3
3.52,0.25,0.25,1.3125,0.525,0.25,0.0375,0.0125,0.0125,0.0125,0.0125,0.0625,0.0675,0.125,1.75,0,0,0,2.3
3.52,0.25,0.25,1.3125,0.525,0.25,0.0125,0.0375,0.0625,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0,0,0,2.25
3.52,0.25,0.25,1.3125,0.525,0.25,0.0125,0.0375,0.0625,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0,0,0,2.25
3.52,0.25,0.25,1.3125,0.525,0.25,0.0125,0.0375,0.0625,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0,0,0,2.25
3.52,0.25,0.25,1.3125,0.525,0.25,0.125,0.0375,0.0125,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,2.2375
3.52,0.25,0.25,1.3125,0.525,0.25,0.125,0.0375,0.0125,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,2.2375
3.52,0.25,0.25,1.3125,0.525,0.25,0.125,0.0375,0.0125,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,2.2375
3.52,0.25,0.25,1.3125,0.525,0.25,0.0125,0.0625,0.0375,0.0625,0.0375,0.0125,0.0675,0.125,1.75,0,0,0,2.225
3.52,0.25,0.25,1.3125,0.525,0.25,0.0125,0.0375,0.0625,0.0625,0.0375,0.0125,0.0675,0.125,1.75,0,0,0,2.225
3.52,0.25,0.25,1.3125,0.525,0.25,0.0625,0.0125,0.0375,0.0125,0.0625,0.0375,0.0675,0.125,1.75,0,0,0,2.225
3.52,0.25,0.25,1.3125,0.525,0.25,0.0125,0.0625,0.0375,0.0625,0.0375,0.0125,0.0675,0.125,1.75,0,0,0,2.225
3.52,0.25,0.25,1.3125,0.525,0.25,0.0125,0.0375,0.0625,0.0625,0.0375,0.0125,0.0675,0.125,1.75,0,0,0,2.225
3.52,0.25,0.25,1.3125,0.525,0.25,0.0625,0.0125,0.0375,0.0125,0.0625,0.0375,0.0675,0.125,1.75,0,0,0,2.225
3.52,0.25,0.25,1.3125,0.525,0.25,0.0125,0.0625,0.0375,0.0625,0.0375,0.0125,0.0675,0.125,1.75,0,0,0,2.225
3.52,0.25,0.25,1.3125,0.525,0.25,0.0125,0.0375,0.0625,0.0625,0.0375,0.0125,0.0675,0.125,1.75,0,0,0,2.225
3.52,0.25,0.25,1.3125,0.525,0.25,0.0625,0.0125,0.0375,0.0125,0.0625,0.0375,0.0675,0.125,1.75,0,0,0,2.225
3.52,0.25,0.25,1.3125,0.525,0.25,0.125,0.0375,0.0375,0.0375,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,2.1875
3.52,0.25,0.25,1.3125,0.525,0.25,0.125,0.0125,0.0375,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0,0,0,2.1875
3.52,0.25,0.25,1.3125,0.525,0.25,0.0625,0.0375,0.125,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,2.1875
3.52,0.25,0.25,1.3125,0.525,0.25,0.125,0.0375,0.0375,0.0375,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,2.1875
3.52,0.25,0.25,1.3125,0.525,0.25,0.125,0.0125,0.0375,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0,0,0,2.1875
3.52,0.25,0.25,1.3125,0.525,0.25,0.0625,0.0375,0.125,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,2.1875
3.52,0.25,0.25,1.3125,0.525,0.25,0.125,0.0375,0.0375,0.0375,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,2.1875
3.52,0.25,0.25,1.3125,0.525,0.25,0.125,0.0125,0.0375,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0,0,0,2.1875
3.52,0.25,0.25,1.3125,0.525,0.25,0.0625,0.0375,0.125,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,2.1875
3.52,0.125,0.25,2.625,0.525,0.25,0.0625,0.0125,0.0125,0.0125,0.0375,0.0125,0.0675,0.125,1.75,0,0,0,1.1125
3.52,0.125,0.25,2.625,0.525,0.25,0.0375,0.0125,0.0125,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0,0,0,1.1125
3.52,0.125,0.25,2.625,0.525,0.25,0.0625,0.0125,0.0125,0.0125,0.0375,0.0125,0.0675,0.125,1.75,0,0,0,1.1125
3.52,0.125,0.25,2.625,0.525,0.25,0.0375,0.0125,0.0125,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0,0,0,1.1125
3.52,0.125,0.25,2.625,0.525,0.25,0.0625,0.0125,0.0125,0.0125,0.0375,0.0125,0.0675,0.125,1.75,0,0,0,1.1125
3.52,0.125,0.25,2.625,0.525,0.25,0.0375,0.0125,0.0125,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0,0,0,1.1125
3.52,0.25,0.25,2.625,0.525,0.25,0.0125,0.0125,0.0125,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0,0,0,1.0125
3.52,0.25,0.25,2.625,0.525,0.25,0.0125,0.0125,0.0125,0.0375,0.0375,0.0125,0.0675,0.125,1.75,0,0,0,1.0125
3.52,0.25,0.25,2.625,0.525,0.25,0.0125,0.0125,0.0125,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0,0,0,1.0125
3.52,0.25,0.25,2.625,0.525,0.25,0.0125,0.0125,0.0125,0.0375,0.0375,0.0125,0.0675,0.125,1.75,0,0,0,1.0125
3.52,0.25,0.25,2.625,0.525,0.25,0.0125,0.0125,0.0125,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0,0,0,1.0125
3.52,0.25,0.25,2.625,0.525,0.25,0.0125,0.0125,0.0125,0.0375,0.0375,0.0125,0.0675,0.125,1.75,0,0,0,1.0125
3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0125,0.0375,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,0.9875
3.52,0.25,0.25,2.625,0.525,0.25,0.0375,0.0125,0.0375,0.0125,0.0375,0.0125,0.0675,0.125,1.75,0,0,0,0.9875
3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0125,0.0375,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,0.9875
3.52,0.25,0.25,2.625,0.525,0.25,0.0375,0.0125,0.0375,0.0125,0.0375,0.0125,0.0675,0.125,1.75,0,0,0,0.9875
3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0125,0.0375,0.0125,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,0.9875
3.52,0.25,0.25,2.625,0.525,0.25,0.0375,0.0125,0.0375,0.0125,0.0375,0.0125,0.0675,0.125,1.75,0,0,0,0.9875
3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0125,0.0625,0.0125,0.0125,0.0375,0.0675,0.125,1.75,0,0,0,0.9375
3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0125,0.0625,0.0125,0.0125,0.0375,0.0675,0.125,1.75,0,0,0,0.9375
3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0125,0.0625,0.0125,0.0125,0.0375,0.0675,0.125,1.75,0,0,0,0.9375
3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0125,0.0125,0.0125,0.0125,0.0375,0.0675,0.125,1.75,0,0,0,0.925
3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0125,0.0125,0.0125,0.0125,0.0375,0.0675,0.125,1.75,0,0,0,0.925
3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0125,0.0125,0.0125,0.0125,0.0375,0.0675,0.125,1.75,0,0,0,0.925
3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0125,0.0625,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0,0,0,0.9125
3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0125,0.0625,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0,0,0,0.9125
3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0125,0.0625,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0,0,0,0.9125
3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0375,0.0125,0.0125,0.0125,0.0375,0.0675,0.125,1.75,0,0,0,0.9
3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0375,0.0125,0.0125,0.0125,0.0375,0.0675,0.125,1.75,0,0,0,0.9
3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0375,0.0125,0.0125,0.0125,0.0375,0.0675,0.125,1.75,0,0,0,0.9
3.52,0.25,0.25,2.625,0.525,0.25,0.0125,0.0375,0.0625,0.0125,0.125,0.0125,0.0675,0.125,1.75,0,0,0,0.875
3.52,0.25,0.25,2.625,0.525,0.25,0.0375,0.0625,0.0125,0.0125,0.125,0.0125,0.0675,0.125,1.75,0,0,0,0.875
3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0375,0.0375,0.0125,0.0375,0.0125,0.0675,0.125,1.75,0,0,0,0.875
3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0375,0.0125,0.0625,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,0.875
3.52,0.25,0.25,2.625,0.525,0.25,0.0125,0.0375,0.125,0.0625,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,0.875
3.52,0.25,0.25,2.625,0.525,0.25,0.0125,0.0375,0.0625,0.0125,0.125,0.0125,0.0675,0.125,1.75,0,0,0,0.875
3.52,0.25,0.25,2.625,0.525,0.25,0.0375,0.0625,0.0125,0.0125,0.125,0.0125,0.0675,0.125,1.75,0,0,0,0.875
3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0375,0.0375,0.0125,0.0375,0.0125,0.0675,0.125,1.75,0,0,0,0.875
3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0375,0.0125,0.0625,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,0.875
3.52,0.25,0.25,2.625,0.525,0.25,0.0125,0.0375,0.125,0.0625,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,0.875
3.52,0.25,0.25,2.625,0.525,0.25,0.0125,0.0375,0.0625,0.0125,0.125,0.0125,0.0675,0.125,1.75,0,0,0,0.875
3.52,0.25,0.25,2.625,0.525,0.25,0.0375,0.0625,0.0125,0.0125,0.125,0.0125,0.0675,0.125,1.75,0,0,0,0.875
3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0375,0.0375,0.0125,0.0375,0.0125,0.0675,0.125,1.75,0,0,0,0.875
3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0375,0.0125,0.0625,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,0.875
3.52,0.25,0.25,2.625,0.525,0.25,0.0125,0.0375,0.125,0.0625,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,0.875
3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0375,0.125,0.0375,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,0.85
3.52,0.25,0.25,2.625,0.525,0.25,0.0375,0.0375,0.125,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0,0,0,0.85
3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0375,0.125,0.0375,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,0.85
3.52,0.25,0.25,2.625,0.525,0.25,0.0375,0.0375,0.125,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0,0,0,0.85
3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0375,0.125,0.0375,0.0125,0.0125,0.0675,0.125,1.75,0,0,0,0.85
3.52,0.25,0.25,2.625,0.525,0.25,0.0375,0.0375,0.125,0.0125,0.0625,0.0125,0.0675,0.125,1.75,0,0,0,0.85
3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0375,0.0625,0.0625,0.0625,0.0125,0.0675,0.125,1.75,0,0,0,0.8375
3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0375,0.0625,0.0625,0.0625,0.0125,0.0675,0.125,1.75,0,0,0,0.8375
3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0375,0.0625,0.0625,0.0625,0.0125,0.0675,0.125,1.75,0,0,0,0.8375
3.52,0.25,0.25,2.625,0.525,0.25,0.0375,0.0375,0.0625,0.0125,0.125,0.0375,0.0675,0.125,1.75,0,0,0,0.825
3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0375,0.0375,0.0375,0.125,0.0125,0.0675,0.125,1.75,0,0,0,0.825
3.52,0.25,0.25,2.625,0.525,0.25,0.0375,0.0375,0.0625,0.0125,0.125,0.0375,0.0675,0.125,1.75,0,0,0,0.825
3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0375,0.0375,0.0375,0.125,0.0125,0.0675,0.125,1.75,0,0,0,0.825
3.52,0.25,0.25,2.625,0.525,0.25,0.0375,0.0375,0.0625,0.0125,0.125,0.0375,0.0675,0.125,1.75,0,0,0,0.825
3.52,0.25,0.25,2.625,0.525,0.25,0.0625,0.0375,0.0375,0.0375,0.125,0.0125,0.0675,0.125,1.75,0,0,0,0.825
3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0125,0.125,0.0625,0.0375,0.0125,0.0675,0.125,1.75,0,0,0,0.7625
3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0125,0.125,0.0625,0.0375,0.0125,0.0675,0.125,1.75,0,0,0,0.7625
3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.0125,0.125,0.0625,0.0375,0.0125,0.0675,0.125,1.75,0,0,0,0.7625
3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.125,0.125,0.125,0.125,0.0125,0.225,0.125,1.75,0,0,0,0.3425
3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.125,0.125,0.125,0.125,0.0125,0.225,0.125,1.75,0,0,0,0.3425
3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.125,0.125,0.125,0.125,0.0125,0.225,0.125,1.75,0,0,0,0.3425
3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.125,0.125,0.125,0.125,0.125,0.225,0.0375,1.75,0,0,0,0.3175
3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.125,0.125,0.125,0.125,0.125,0.225,0.0375,1.75,0,0,0,0.3175
3.52,0.25,0.25,2.625,0.525,0.25,0.125,0.125,0.125,0.125,0.125,0.125,0.225,0.0375,1.75,0,0,0,0.3175
