row,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
A,1.8478260869565215,0.9933035714285714,2.062561301749261,1.6094785510097156,2.5169943046114276,1.7343434517748977,1.8478260869565215,0.9933035714285714,2.062561301749261,1.6094785510097156,2.5169943046114276,1.7343434517748977,1.8478260869565215,0.9933035714285714,2.062561301749261,1.6094785510097156,2.5169943046114276,1.7343434517748977,0,0,0,0
P,0.4452524788957386,3.0705543703909948,5.291232671578508,4.0218658494266455,5.219712790922988,6.528136135356094,13.322075744165463,0.4452524788957386,3.0705543703909948,5.291232671578508,4.0218658494266455,5.219712790922988,6.528136135356094,13.322075744165463,0.4452524788957386,3.0705543703909948,5.291232671578508,4.0218658494266455,5.219712790922988,6.528136135356094,13.322075744165463,0
