# nad;folinic_acid;coa;nucleo_mix;spermidin;pga;aa;trna;mg_gluta;camp;K_gluta;y_data;y_data_std;y_pr;y_std_pr
0.017969;0.000031;0.010546;3.375000;0.100000;16200.000000;1.012500;0.001600;64.000000;0.084375;512000.000000;2.277100;0.063400;1.305663;0.292192
0.035937;0.000031;0.010546;3.375000;0.100000;16200.000000;3.375000;0.001600;64.000000;0.421875;512000.000000;1.972500;0.168200;1.534914;0.418915
0.010781;0.000031;0.003515;1.687500;0.100000;16200.000000;0.337500;0.008000;19.200000;0.084375;256000.000000;0.988500;0.115300;1.025254;0.214296
0.010781;0.000314;0.003515;3.375000;1.000000;16200.000000;0.337500;0.004800;64.000000;0.253125;512000.000000;0.107000;0.018800;1.162260;0.382964
0.003594;0.000094;0.003515;3.375000;0.300000;16200.000000;1.012500;0.008000;64.000000;0.084375;512000.000000;2.055400;0.074500;1.253434;0.271180
0.010781;0.000157;0.017576;1.687500;0.300000;27000.000000;0.337500;0.004800;19.200000;0.084375;256000.000000;0.834700;0.144600;1.062162;0.271492
0.010781;0.000157;0.017576;1.687500;0.300000;16200.000000;1.012500;0.001600;32.000000;0.084375;256000.000000;0.974500;0.188000;1.070310;0.226977
0.017969;0.000157;0.010546;3.375000;0.100000;16200.000000;3.375000;0.008000;64.000000;0.421875;512000.000000;2.390600;0.148100;1.490402;0.353822
