nad,folinic_acid,DNA,coa,RBS,peg,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,hepes,camp,K_gluta,promoter,value_1,value_2,value_3,well_1,well_2,well_3,mean,std,yield,yield_std,plaque_name
0.33,0.0068,50,0.026,10,2,1.5,0.1,9,0.15,0.06,4,50,0.075,80,10,28282,26231,28915,N20,N21,N22,27809.3,1145.6,1.6618,0.0812,plate_AL_7
0.099,0.0204,50,0.078,10,2,1.5,0.1,9,0.15,0.1,4,50,0.075,80,10,26195,26871,25538,N23,O3,O5,26201.3,544.2,1.5479,0.0386,plate_AL_7
0.033,0.034,50,0.13,10,2,1.5,0.1,9,0.15,0.06,4,50,0.075,80,10,26016,24573,24624,O2,O4,O6,25071,668.5,1.4678,0.0474,plate_AL_7
0.099,0.0204,50,0.026,10,2,1.5,0.1,9,0.15,0.1,4,50,0.075,80,10,28554,26910,28804,O7,O9,O11,28089.3,840.1,1.6817,0.0595,plate_AL_7
0.099,0.034,50,0.026,10,2,1.5,0.1,9,0.15,0.06,4,50,0.075,80,10,26467,28387,27009,O8,O10,O12,27287.7,808.2,1.6249,0.0573,plate_AL_7
0.033,0.034,50,0.078,10,2,1.5,0.1,9,0.15,0.02,4,50,0.075,80,10,24675,25198,24299,O13,O14,O15,24724,368.6,1.4433,0.0261,plate_AL_7
0.033,0.0068,50,0.026,10,2,1.5,0.1,9,0.15,0.06,4,50,0.075,80,10,26388,27218,24587,O16,O18,O20,26064.3,1098.2,1.5382,0.0778,plate_AL_7
0.033,0.0068,50,0.078,10,2,1.5,0.1,9,0.15,0.02,4,50,0.075,80,10,25110,25867,24017,O17,O19,O21,24998,759.4,1.4627,0.0538,plate_AL_7
0.165,0.034,50,0.026,10,2,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10,16106,18547,16302,P2,P9,P16,16985,1107.4,0.895,0.0785,plate_AL_7
0.099,0.034,50,0.026,10,2,0.75,0.3,15,0.75,0.02,1.2,50,0.375,40,10,18049,21327,16027,P3,P10,P17,18467.7,2183.9,1,0.1547,plate_AL_7
0.165,0.0204,50,0.078,10,2,0.75,0.5,9,0.15,0.02,0.4,50,0.375,40,10,10251,10160,11064,P4,P11,P18,10491.7,406.4,0.4349,0.0288,plate_AL_7
0.033,0.0068,50,0.026,10,2,0.75,0.3,15,0.75,0.02,2,50,0.375,24,10,19212,19146,16380,P5,P12,P19,18246,1319.7,0.9843,0.0935,plate_AL_7
0.099,0.0068,50,0.078,10,2,1.5,0.1,9,0.45,0.02,4,50,0.075,80,10,39169,35843,34050,P6,P13,P20,36354,2120.8,2.2672,0.1503,plate_AL_7
0.165,0.0068,50,0.078,10,2,1.5,0.1,9,0.45,0.02,4,50,0.075,80,10,39769,33248,32623,P7,P14,P21,35213.3,3231.4,2.1864,0.2289,plate_AL_7
0.099,0.034,50,0.026,10,2,1.5,0.1,9,0.45,0.06,4,50,0.075,80,10,34022,38413,-1,P8,P15,P22,36217.5,2195.5,2.2575,0.1555,plate_AL_7
