nad,folinic_acid,DNA,coa,RBS,peg,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,hepes,camp,K_gluta,promoter,value_1,value_2,value_3,well_1,well_2,well_3,mean,std,yield,yield_std,plaque_name
0.033,0.0068,50,0.026,10,2,0.15,0.1,3,0.15,0.02,0.4,50,0.075,8,10,14483,15176,15728,A2,A8,A14,15129,509.4,0.9615,0.0458,plate_AL_3
0.165,0.0068,50,0.026,10,2,0.15,0.1,9,0.15,0.02,0.4,50,0.375,24,10,7768,7957,7877,A3,A9,A15,7867.3,77.5,0.3089,0.007,plate_AL_3
0.099,0.0204,50,0.078,10,2,0.15,0.5,3,0.45,0.1,1.2,50,0.225,8,10,11786,12430,12420,A4,A10,A16,12212,301.3,0.6994,0.0271,plate_AL_3
0.033,0.0204,50,0.078,10,2,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10,6752,7017,7013,A5,A11,A17,6927.3,124,0.2245,0.0111,plate_AL_3
0.33,0.068,0,0.26,10,2,1.5,1,30,1.5,0.2,4,50,0.75,80,10,4193,4525,4571,A6,A12,A18,4429.7,168.4,0,0.0151,plate_AL_3
0.33,0.068,50,0.26,10,2,1.5,1,30,1.5,0.2,4,50,0.75,80,10,5512,5619,5887,A7,A13,A19,5672.7,157.7,0.1117,0.0142,plate_AL_3
0.033,0.0068,50,0.026,10,2,0.45,0.1,15,0.15,0.06,0.4,50,0.075,40,10,10815,9987,10667,B2,B3,B4,10489.7,360.5,0.5446,0.0324,plate_AL_3
0.033,0.0204,50,0.026,10,2,0.75,0.1,9,0.15,0.06,0.4,50,0.075,40,10,12799,14285,13683,B5,B6,B7,13589,610.3,0.8231,0.0548,plate_AL_3
0.165,0.0068,50,0.026,10,2,0.75,0.1,3,0.15,0.02,1.2,50,0.075,40,10,12005,11938,12579,B8,B9,B10,12174,287.7,0.696,0.0259,plate_AL_3
0.099,0.0068,50,0.026,10,2,0.75,0.1,9,0.15,0.02,1.2,50,0.075,40,10,14381,15262,13395,B11,B13,B15,14346,762.6,0.8911,0.0685,plate_AL_3
0.165,0.0068,50,0.026,10,2,0.45,0.1,9,0.15,0.02,1.2,50,0.075,40,10,11378,10033,12104,B12,B14,B16,11171.7,858,0.6059,0.0771,plate_AL_3
0.165,0.0068,50,0.026,10,2,0.45,0.1,3,0.15,0.02,2,50,0.075,40,10,12276,10764,14026,B17,B18,B19,12355.3,1332.9,0.7122,0.1198,plate_AL_3
0.033,0.0068,50,0.026,10,2,0.75,0.1,15,0.15,0.02,1.2,50,0.075,40,10,8695,11529,9038,B20,B22,C2,9754,1262.9,0.4785,0.1135,plate_AL_3
0.033,0.034,50,0.026,10,2,0.15,0.1,15,0.15,0.02,1.2,50,0.075,40,10,9759,10420,10490,B21,B23,C3,10223,329.3,0.5206,0.0296,plate_AL_3
0.033,0.034,50,0.026,10,2,0.75,0.1,9,0.15,0.02,1.2,50,0.075,40,10,16047,16484,15384,C4,C7,C10,15971.7,452.2,1.0372,0.0406,plate_AL_3
0.033,0.0068,50,0.026,10,2,0.75,0.1,9,0.15,0.1,1.2,50,0.075,40,10,16633,16481,16128,C5,C8,C11,16414,211.5,1.077,0.019,plate_AL_3
0.033,0.034,50,0.026,10,2,0.15,0.1,9,0.15,0.02,2,50,0.075,40,10,9425,9444,9338,C6,C9,C12,9402.3,46.1,0.4469,0.0041,plate_AL_3
0.033,0.0068,50,0.026,10,2,0.45,0.1,15,0.15,0.02,2,50,0.075,40,10,14770,14292,15467,C13,C21,D7,14843,482.5,0.9358,0.0434,plate_AL_3
0.033,0.0068,50,0.078,10,2,0.75,0.1,15,0.15,0.02,1.2,50,0.075,40,10,10656,11735,9659,C14,C22,D8,10683.3,847.7,0.562,0.0762,plate_AL_3
0.165,0.0068,50,0.026,10,2,0.75,0.1,15,0.15,0.06,0.4,50,0.075,40,10,5636,5223,5409,C15,C23,D9,5422.7,168.9,0.0892,0.0152,plate_AL_3
0.099,0.034,50,0.026,10,2,0.75,0.1,15,0.15,0.02,0.4,50,0.075,40,10,5292,6034,6615,C16,D2,D10,5980.3,541.4,0.1394,0.0487,plate_AL_3
0.033,0.0204,50,0.026,10,2,0.15,0.1,15,0.15,0.02,2,50,0.075,40,10,11168,11231,11333,C17,D3,D11,11244,68,0.6124,0.0061,plate_AL_3
0.033,0.0204,50,0.078,10,2,0.75,0.1,15,0.15,0.06,0.4,50,0.075,40,10,7068,6782,8338,C18,D4,D12,7396,676.3,0.2666,0.0608,plate_AL_3
0.165,0.0204,50,0.026,10,2,0.15,0.1,15,0.15,0.02,1.2,50,0.075,40,10,11211,11106,11071,C19,D5,D13,11129.3,59.5,0.6021,0.0053,plate_AL_3
0.033,0.0204,50,0.078,10,2,0.45,0.1,15,0.15,0.02,1.2,50,0.075,40,10,13439,12832,13110,C20,D6,D14,13127,248.1,0.7816,0.0223,plate_AL_3
0.033,0.0204,50,0.026,10,2,0.75,0.1,9,0.15,0.02,2,50,0.075,40,10,16991,17405,16508,D15,D18,D21,16968,366.6,1.1268,0.0329,plate_AL_3
0.099,0.0068,50,0.026,10,2,0.45,0.1,9,0.15,0.06,2,50,0.075,40,10,13284,14152,13435,D16,D19,D22,13623.7,378.6,0.8262,0.034,plate_AL_3
0.165,0.0204,50,0.026,10,2,0.75,0.1,9,0.15,0.1,0.4,50,0.075,40,10,13983,13482,13838,D17,D20,D23,13767.7,210.5,0.8392,0.0189,plate_AL_3
