row,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,298.1,384.9,240.4,243.5,92.9,26.2,298.1,384.9,240.4,243.5,92.9,26.2,298.1,384.9,240.4,243.5,92.9,26.2,0,0,0,0
N,103.3,75.2,111.9,88.9,95.7,130.1,204.5,103.3,75.2,111.9,88.9,95.7,130.1,204.5,103.3,75.2,111.9,88.9,95.7,130.1,204.5,0
