nad,folinic_acid,DNA,coa,RBS,peg,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,hepes,camp,K_gluta,promoter,value_1,value_2,value_3,well_1,well_2,well_3,mean,std,yield,yield_std,plaque_name
0.165,0.034,50,0.026,10,2,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10,16505,15780,16708,J6,J7,J8,16331,398.3,1.006,0.0393,plate_AL_1
0.099,0.034,50,0.026,10,2,0.75,0.3,15,0.75,0.02,1.2,50,0.375,40,10,16034,16228,16550,M6,M7,M8,16270.7,212.8,1,0.021,plate_AL_1
0.165,0.0204,50,0.078,10,2,0.75,0.5,9,0.15,0.02,0.4,50,0.375,40,10,13047,17964,13978,F3,F6,F9,14996.3,2132.6,0.8742,0.2105,plate_AL_1
0.033,0.0068,50,0.026,10,2,0.75,0.3,15,0.75,0.02,2,50,0.375,24,10,15412,14188,14122,L16,L17,L18,14574,593.2,0.8326,0.0585,plate_AL_1
0.033,0.0204,50,0.026,10,2,0.45,0.5,15,0.75,0.1,1.2,50,0.225,40,10,14888,14316,13861,M3,M4,M5,14355,420.2,0.8109,0.0415,plate_AL_1
0.033,0.034,50,0.13,10,2,0.75,0.5,15,0.15,0.06,2,50,0.225,40,10,13368,14486,14355,F16,F17,F18,14069.7,499,0.7828,0.0492,plate_AL_1
0.099,0.034,50,0.078,10,2,0.75,0.5,9,0.45,0.1,2,50,0.225,24,10,15057,14117,12952,J3,J4,J5,14042,861,0.7801,0.085,plate_AL_1
0.033,0.0204,50,0.13,10,2,0.75,0.3,9,0.15,0.02,1.2,50,0.225,40,10,13335,13509,13932,E17,E19,E21,13592,250.7,0.7356,0.0247,plate_AL_1
0.165,0.0068,50,0.078,10,2,0.75,0.3,3,0.15,0.02,1.2,50,0.075,40,10,12038,13806,14272,D22,E2,E4,13372,962.3,0.7139,0.095,plate_AL_1
0.033,0.0068,50,0.026,10,2,0.15,0.1,3,0.15,0.02,4,50,0.075,8,10,13667,13184,13017,C13,C16,C19,13289.3,275.6,0.7058,0.0272,plate_AL_1
0.033,0.0204,50,0.13,10,2,0.45,0.3,15,0.45,0.1,0.4,50,0.075,40,10,12823,12393,12835,I16,I17,I18,12683.7,205.6,0.646,0.0203,plate_AL_1
0.033,0.0204,50,0.026,10,2,0.75,0.5,3,0.75,0.02,1.2,50,0.375,40,10,9957,14730,12990,K23,L2,L3,12559,1972.3,0.6337,0.1946,plate_AL_1
0.165,0.0204,50,0.078,10,2,0.75,0.5,15,0.75,0.02,2,50,0.075,40,10,16202,13062,7931,M15,M16,M17,12398.3,3409.1,0.6178,0.3364,plate_AL_1
0.099,0.034,50,0.13,10,2,0.15,0.3,3,0.15,0.06,1.2,50,0.225,8,10,11794,12618,12603,D3,D4,D5,12338.3,385,0.6119,0.038,plate_AL_1
0.033,0.034,50,0.078,10,2,0.75,0.5,3,0.15,0.02,0.4,50,0.225,40,10,12140,13094,11654,D21,D23,E3,12296,598.1,0.6077,0.059,plate_AL_1
0.033,0.0068,50,0.026,10,2,0.15,0.1,3,0.15,0.02,0.4,50,0.075,8,10,11478,13224,12060,B2,B3,B4,12254,725.9,0.6036,0.0716,plate_AL_1
0.033,0.068,50,0.026,10,2,0.15,0.1,3,0.15,0.02,0.4,50,0.075,8,10,13506,10832,12088,B9,B16,B23,12142,1092.3,0.5925,0.1078,plate_AL_1
0.033,0.0068,50,0.026,10,2,0.15,0.1,3,0.15,0.2,0.4,50,0.075,8,10,11896,13023,11325,B5,B12,B19,12081.3,705.5,0.5866,0.0696,plate_AL_1
0.165,0.0204,50,0.078,10,2,0.75,0.5,3,0.15,0.1,1.2,50,0.075,40,10,12153,12123,11715,F10,F11,F12,11997,199.8,0.5782,0.0197,plate_AL_1
0.165,0.0068,50,0.078,10,2,0.75,0.1,3,0.15,0.1,2,50,0.075,8,10,11835,12099,11921,D9,D10,D11,11951.7,109.9,0.5738,0.0108,plate_AL_1
0.033,0.0068,50,0.26,10,2,0.15,0.1,3,0.15,0.02,0.4,50,0.075,8,10,11432,13564,10666,B6,B13,B20,11887.3,1226.1,0.5674,0.121,plate_AL_1
0.033,0.0068,50,0.026,10,2,0.15,0.1,3,0.15,0.02,0.4,50,0.75,8,10,13601,11258,10744,B8,B15,B22,11867.7,1243.5,0.5655,0.1227,plate_AL_1
0.033,0.034,50,0.078,10,2,0.75,0.3,15,0.75,0.02,0.4,50,0.225,24,10,11797,11466,12276,K15,K17,K19,11846.3,332.5,0.5634,0.0328,plate_AL_1
0.099,0.0204,50,0.078,10,2,0.15,0.5,3,0.45,0.1,1.2,50,0.225,8,10,11888,11862,11416,G18,G19,G20,11722,216.6,0.5511,0.0214,plate_AL_1
0.033,0.0068,50,0.026,10,2,0.15,0.1,3,0.75,0.1,2,50,0.225,8,10,12291,12243,10245,J10,J12,J14,11593,953.4,0.5384,0.0941,plate_AL_1
0.033,0.0204,50,0.026,10,2,0.45,0.3,15,0.15,0.1,0.4,50,0.375,8,10,12123,11042,11486,D6,D7,D8,11550.3,443.7,0.5341,0.0438,plate_AL_1
0.033,0.0204,50,0.026,10,2,0.45,0.5,3,0.15,0.1,1.2,50,0.225,8,10,11932,11427,11283,C15,C18,C21,11547.3,278.3,0.5339,0.0275,plate_AL_1
0.099,0.0068,50,0.026,10,2,0.45,0.3,9,0.75,0.02,0.4,50,0.375,40,10,12252,11137,11176,K3,K5,K7,11521.7,516.7,0.5313,0.051,plate_AL_1
0.033,0.0068,50,0.026,10,2,0.15,0.1,3,0.15,0.02,0.4,50,0.075,80,10,11605,12405,10497,C14,C17,C20,11502.3,782.3,0.5294,0.0772,plate_AL_1
0.099,0.0068,50,0.026,10,2,0.75,0.3,15,0.15,0.02,2,50,0.225,24,10,11696,11412,11068,E11,E13,E15,11392,256.8,0.5185,0.0253,plate_AL_1
0.033,0.034,50,0.078,10,2,0.15,0.5,3,0.75,0.02,2,50,0.075,8,10,11579,11159,11255,J19,J21,J23,11331,179.7,0.5125,0.0177,plate_AL_1
0.033,0.0068,50,0.026,10,2,0.15,1,3,0.15,0.02,0.4,50,0.075,8,10,12582,10506,10863,B10,B17,C2,11317,906.3,0.5111,0.0894,plate_AL_1
0.165,0.0204,50,0.026,10,2,0.45,0.3,3,0.45,0.1,1.2,50,0.225,40,10,14656,9696,9411,I13,I14,I15,11254.3,2408.2,0.5049,0.2377,plate_AL_1
0.165,0.034,50,0.13,10,2,0.45,0.1,15,0.75,0.02,2,50,0.075,40,10,11058,11080,11430,M12,M13,M14,11189.3,170.4,0.4985,0.0168,plate_AL_1
0.099,0.034,50,0.13,10,2,0.75,0.1,3,0.15,0.02,0.4,50,0.225,8,10,10818,11327,11419,C7,C8,C9,11188,264.3,0.4984,0.0261,plate_AL_1
