row,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
A,11188.7,10134.0,10240.7,8694.7,4267.0,4700.3,11188.7,10134.0,10240.7,8694.7,4267.0,4700.3,11188.7,10134.0,10240.7,8694.7,4267.0,4700.3,0,0,0,0
B,11426.3,11426.3,11426.3,9800.7,9800.7,9800.7,12984.3,12984.3,12984.3,8818.3,8818.3,8818.3,13238.7,13238.7,13238.7,12887.0,12887.0,12887.0,13447.0,13447.0,13447.0,11610.0
C,11610.0,11610.0,14169.3,14481.7,14481.7,14169.3,14481.7,14631.7,14169.3,14631.7,14631.7,8870.0,8870.0,8870.0,13358.7,11192.0,13358.7,11192.0,13358.7,11192.0,12782.7,12782.7
D,12782.7,13258.3,13258.3,13258.3,12314.7,12314.7,12314.7,12476.0,13228.0,13379.0,12476.0,13228.0,13379.0,12476.0,13228.0,13379.0,13048.0,12450.3,13048.0,12450.3,13048.0,12450.3
E,13583.7,13583.7,13583.7,15008.0,15008.0,15008.0,14018.3,14490.0,14018.3,14490.0,14018.3,14490.0,15070.7,15070.7,15070.7,15287.0,14958.3,14071.0,15287.0,14958.3,14071.0,15287.0
F,14958.3,14071.0,14987.7,14987.7,14987.7,15363.3,15363.3,15363.3,13084.3,14274.3,13084.3,14274.3,13084.3,14274.3,8111.3,8111.3,8111.3,11900.0,11900.0,11900.0,12948.3,12948.3
G,12948.3,13147.3,13147.3,13147.3,13912.3,10533.7,13912.3,10533.7,13912.3,10533.7,12590.0,12590.0,12590.0,13300.7,13300.7,13300.7,13860.7,13860.7,13860.7,7453.0,7453.0,7453.0
H,14050.7,13824.3,13763.0,14050.7,13824.3,13763.0,14050.7,13824.3,13763.0,13964.0,13964.0,13964.0,12983.0,12983.0,12983.0,7538.3,7538.3,7538.3,13242.0,12804.0,13691.7,13168.7
I,13242.0,12804.0,13691.7,13168.7,13242.0,12804.0,13691.7,13168.7,7397.7,7397.7,7397.7,12672.3,12672.3,12672.3,15433.0,15433.0,15433.0,14675.7,14771.0,14675.7,14771.0,14675.7
J,14771.0,13434.0,13434.0,13434.0,13137.3,13137.3,13137.3,7765.3,15209.3,7219.0,7765.3,15209.3,7219.0,7765.3,15209.3,7219.0,10263.7,10263.7,10263.7,9539.7,9539.7,9539.7
K,7665.3,13290.0,7665.3,13290.0,7665.3,13290.0,12541.7,12541.7,12541.7,13327.7,13327.7,13327.7,13535.0,13535.0,13535.0,13451.0,13451.0,13451.0,14148.7,14148.7,14148.7,14155.3
L,13857.7,14372.3,14155.3,13857.7,14372.3,14155.3,13857.7,14372.3,14526.0,14195.3,13396.3,14526.0,14195.3,13396.3,14526.0,14195.3,13396.3,13162.3,13326.0,13162.3,13326.0,13162.3
M,13326.0,14593.3,14707.3,14593.3,14707.3,14593.3,14707.3,15337.0,14931.0,15337.0,14931.0,15337.0,14931.0,13395.3,13395.3,13395.3,14288.0,14288.0,14288.0,13930.0,13930.0,13930.0
N,14140.7,14140.7,14140.7,14340.0,15856.0,14831.0,15411.0,13152.3,14340.0,15856.0,14831.0,15411.0,13152.3,14340.0,15856.0,14831.0,15411.0,13152.3,12498.0,12998.7,12498.0,12998.7
O,12498.0,12998.7,13417.0,13417.0,13417.0,13675.0,15030.0,13675.0,15030.0,13675.0,15030.0,14575.7,14575.7,14575.7,8102.0,8102.0,8102.0,4245.3,4245.3,4245.3,0,0
P,11385.0,11749.3,11121.3,11988.3,14611.0,14729.0,15064.7,11385.0,11749.3,11121.3,11988.3,14611.0,14729.0,15064.7,11385.0,11749.3,11121.3,11988.3,14611.0,14729.0,15064.7,0
