nad,folinic_acid,DNA,coa,RBS,peg,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,hepes,camp,K_gluta,promoter,value_1,value_2,value_3,well_1,well_2,well_3,mean,std,yield,yield_std,plaque_name
0.033,0.0068,50,0.026,10,2,0.15,0.1,3,0.15,0.02,0.4,50,0.075,8,10,15371,14076,15212,A2,A8,A14,14886.3,576.7,0.4382,0.0258,plate_AL_10
0.165,0.0068,50,0.026,10,2,0.15,0.1,9,0.15,0.02,0.4,50,0.375,24,10,10989,10741,10276,A3,A9,A15,10668.7,295.5,0.2494,0.0132,plate_AL_10
0.099,0.0204,50,0.078,10,2,0.15,0.5,3,0.45,0.1,1.2,50,0.225,8,10,10775,11893,11594,A4,A10,A16,11420.7,472.6,0.2831,0.0212,plate_AL_10
0.033,0.0204,50,0.078,10,2,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10,7491,7532,7662,A5,A11,A17,7561.7,72.9,0.1103,0.0033,plate_AL_10
0.33,0.068,0,0.26,10,2,1.5,1,30,1.5,0.2,4,50,0.75,80,10,5001,4977,5317,A6,A12,A18,5098.3,154.9,0,0.0069,plate_AL_10
0.33,0.068,50,0.26,10,2,1.5,1,30,1.5,0.2,4,50,0.75,80,10,5714,5604,5737,A7,A13,A19,5685,58,0.0263,0.0026,plate_AL_10
0.165,0.0068,50,0.026,10,2,1.5,0.1,9,0.75,0.02,4,50,0.075,80,10,47182,58192,59059,B2,B3,B4,54811,5406.1,2.2258,0.242,plate_AL_10
0.099,0.0204,50,0.026,10,2,1.5,0.1,9,0.75,0.06,4,50,0.075,80,10,52518,60553,56598,B5,B10,B15,56556.3,3280.4,2.3039,0.1469,plate_AL_10
0.165,0.0068,50,0.078,10,2,1.5,0.1,9,0.75,0.02,4,50,0.075,80,10,58216,60472,58842,B6,B11,B16,59176.7,950.9,2.4212,0.0426,plate_AL_10
0.099,0.0204,50,0.026,10,2,1.5,0.1,9,0.75,0.02,4,50,0.225,80,10,55695,59417,58098,B7,B12,B17,57736.7,1540.8,2.3568,0.069,plate_AL_10
0.033,0.034,50,0.078,10,2,1.5,0.1,9,0.75,0.02,4,50,0.075,80,10,60364,61018,55396,B8,B13,B18,58926,2510.3,2.41,0.1124,plate_AL_10
0.033,0.0068,50,0.078,10,2,1.5,0.1,9,0.75,0.06,4,50,0.225,80,10,58121,53756,55449,B9,B14,B19,55775.3,1796.9,2.269,0.0805,plate_AL_10
