row,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,609.8,601.8,600.5,32.9,75.3,255.3,609.8,601.8,600.5,32.9,75.3,255.3,609.8,601.8,600.5,32.9,75.3,255.3,0,0,0,0
O,1749.2,2014.7,1806.2,2890.1,1804.1,1140.5,3727.1,1749.2,2014.7,1806.2,2890.1,1804.1,1140.5,3727.1,1749.2,2014.7,1806.2,2890.1,1804.1,1140.5,3727.1,0
