nad,folinic_acid,DNA,coa,RBS,peg,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,hepes,camp,K_gluta,promoter,yield,yield_std,plaque_name,well_1
0.033,0.0068,50,0.026,10,2,0.15,0.1,3,0.15,0.02,0.4,50,0.075,8,10,0.4382,0.0258,plate_AL_10,A2
0.165,0.0068,50,0.026,10,2,0.15,0.1,9,0.15,0.02,0.4,50,0.375,24,10,0.2494,0.0132,plate_AL_10,A3
0.099,0.0204,50,0.078,10,2,0.15,0.5,3,0.45,0.1,1.2,50,0.225,8,10,0.2831,0.0212,plate_AL_10,A4
0.033,0.0204,50,0.078,10,2,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10,0.1103,0.0033,plate_AL_10,A5
0.33,0.068,0,0.26,10,2,1.5,1,30,1.5,0.2,4,50,0.75,80,10,0,0.0069,plate_AL_10,A6
0.33,0.068,50,0.26,10,2,1.5,1,30,1.5,0.2,4,50,0.75,80,10,0.0263,0.0026,plate_AL_10,A7
0.165,0.0068,50,0.026,10,2,1.5,0.1,9,0.75,0.02,4,50,0.075,80,10,2.2258,0.242,plate_AL_10,B2
0.099,0.0204,50,0.026,10,2,1.5,0.1,9,0.75,0.06,4,50,0.075,80,10,2.3039,0.1469,plate_AL_10,B5
0.165,0.0068,50,0.078,10,2,1.5,0.1,9,0.75,0.02,4,50,0.075,80,10,2.4212,0.0426,plate_AL_10,B6
0.099,0.0204,50,0.026,10,2,1.5,0.1,9,0.75,0.02,4,50,0.225,80,10,2.3568,0.069,plate_AL_10,B7
0.033,0.034,50,0.078,10,2,1.5,0.1,9,0.75,0.02,4,50,0.075,80,10,2.41,0.1124,plate_AL_10,B8
0.033,0.0068,50,0.078,10,2,1.5,0.1,9,0.75,0.06,4,50,0.225,80,10,2.269,0.0805,plate_AL_10,B9
0.165,0.0068,50,0.026,10,2,1.5,0.1,9,0.75,0.06,4,50,0.225,80,10,2.2518,0.0853,plate_AL_10,B20
