nad,folinic_acid,DNA,coa,RBS,peg,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,hepes,camp,K_gluta,promoter,yield,yield_std,plaque_name,well_1
0.033,0.0068,50,0.026,10,2,0.15,0.1,3,0.15,0.02,0.4,50,0.075,8,10,0.5857,0.007,plate_AL_5,A2
0.165,0.0068,50,0.026,10,2,0.15,0.1,9,0.15,0.02,0.4,50,0.375,24,10,0.2803,0.0523,plate_AL_5,A3
0.099,0.0204,50,0.078,10,2,0.15,0.5,3,0.45,0.1,1.2,50,0.225,8,10,0.3886,0.0212,plate_AL_5,A4
0.033,0.0204,50,0.078,10,2,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10,0.1542,0.0073,plate_AL_5,A5
0.33,0.068,0,0.26,10,2,1.5,1,30,1.5,0.2,4,50,0.75,80,10,0,0.0037,plate_AL_5,A6
0.33,0.068,50,0.26,10,2,1.5,1,30,1.5,0.2,4,50,0.75,80,10,0.0514,0.0115,plate_AL_5,A7
0.033,0.0068,50,0.026,10,2,0.75,0.3,9,0.15,0.06,2,50,0.225,40,10,1.1475,0.0206,plate_AL_5,B2
0.033,0.0204,50,0.026,10,2,0.75,0.3,9,0.15,0.06,2,50,0.225,40,10,1.2372,0.0446,plate_AL_5,B5
0.033,0.0068,50,0.13,10,2,0.75,0.3,9,0.15,0.02,2,50,0.225,40,10,1.1424,0.0378,plate_AL_5,B6
0.033,0.0068,50,0.13,10,2,0.75,0.3,9,0.15,0.06,2,50,0.075,40,10,1.1168,0.052,plate_AL_5,B7
0.033,0.0204,50,0.026,10,2,0.75,0.3,9,0.15,0.1,2,50,0.225,40,10,1.2983,0.1535,plate_AL_5,B14
0.033,0.0204,50,0.13,10,2,0.75,0.3,9,0.15,0.02,2,50,0.225,40,10,0.9931,0.1211,plate_AL_5,B15
0.099,0.0204,50,0.13,10,2,0.75,0.3,9,0.15,0.02,2,50,0.075,40,10,1.2072,0.0863,plate_AL_5,B16
0.099,0.0068,50,0.13,10,2,0.75,0.3,9,0.15,0.02,2,50,0.225,40,10,1.1615,0.0576,plate_AL_5,B17
0.099,0.0068,50,0.13,10,2,0.75,0.3,9,0.15,0.06,2,50,0.075,40,10,1.2099,0.1221,plate_AL_5,B18
0.033,0.0068,50,0.13,10,2,0.75,0.3,9,0.15,0.06,2,50,0.225,40,10,1.1667,0.0302,plate_AL_5,B19
0.165,0.0068,50,0.078,10,2,0.75,0.3,9,0.15,0.02,2,50,0.225,40,10,1.2088,0.0981,plate_AL_5,B20
0.033,0.034,50,0.13,10,2,0.75,0.3,9,0.15,0.02,2,50,0.225,40,10,1.1788,0.049,plate_AL_5,C13
0.165,0.0204,50,0.13,10,2,0.75,0.3,9,0.15,0.02,2,50,0.075,40,10,1.21,0.0996,plate_AL_5,C14
0.099,0.0204,50,0.13,10,2,0.75,0.3,9,0.15,0.02,2,50,0.225,40,10,1.1832,0.0805,plate_AL_5,C15
0.099,0.0204,50,0.078,10,2,0.75,0.3,9,0.15,0.06,2,50,0.225,40,10,1.2621,0.0653,plate_AL_5,C16
0.165,0.0068,50,0.13,10,2,0.75,0.3,9,0.15,0.06,2,50,0.075,40,10,1.1319,0.0502,plate_AL_5,C17
0.033,0.0204,50,0.13,10,2,0.75,0.3,9,0.15,0.06,2,50,0.225,40,10,1.0504,0.073,plate_AL_5,C18
0.165,0.034,50,0.026,10,2,0.75,0.3,9,0.15,0.02,2,50,0.225,40,10,1.2743,0.0544,plate_AL_5,C19
0.099,0.034,50,0.13,10,2,0.75,0.3,9,0.15,0.02,2,50,0.225,40,10,1.2291,0.0647,plate_AL_5,D12
0.165,0.034,50,0.13,10,2,0.75,0.3,9,0.15,0.02,2,50,0.075,40,10,1.1845,0.0717,plate_AL_5,D13
