nad,folinic_acid,DNA,coa,RBS,peg,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,hepes,camp,K_gluta,promoter,yield,yield_std,plaque_name,well_1
0.033,0.0068,50,0.026,10,2,0.15,0.1,3,0.15,0.02,0.4,50,0.075,8,10,0.9615,0.0458,plate_AL_3,A2
0.165,0.0068,50,0.026,10,2,0.15,0.1,9,0.15,0.02,0.4,50,0.375,24,10,0.3089,0.007,plate_AL_3,A3
0.099,0.0204,50,0.078,10,2,0.15,0.5,3,0.45,0.1,1.2,50,0.225,8,10,0.6994,0.0271,plate_AL_3,A4
0.033,0.0204,50,0.078,10,2,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10,0.2245,0.0111,plate_AL_3,A5
0.33,0.068,0,0.26,10,2,1.5,1,30,1.5,0.2,4,50,0.75,80,10,0,0.0151,plate_AL_3,A6
0.33,0.068,50,0.26,10,2,1.5,1,30,1.5,0.2,4,50,0.75,80,10,0.1117,0.0142,plate_AL_3,A7
0.033,0.0068,50,0.026,10,2,0.45,0.1,15,0.15,0.06,0.4,50,0.075,40,10,0.5446,0.0324,plate_AL_3,B2
0.033,0.0204,50,0.026,10,2,0.75,0.1,9,0.15,0.06,0.4,50,0.075,40,10,0.8231,0.0548,plate_AL_3,B5
0.165,0.0068,50,0.026,10,2,0.75,0.1,3,0.15,0.02,1.2,50,0.075,40,10,0.696,0.0259,plate_AL_3,B8
0.099,0.0068,50,0.026,10,2,0.75,0.1,9,0.15,0.02,1.2,50,0.075,40,10,0.8911,0.0685,plate_AL_3,B11
0.165,0.0068,50,0.026,10,2,0.45,0.1,9,0.15,0.02,1.2,50,0.075,40,10,0.6059,0.0771,plate_AL_3,B12
0.165,0.0068,50,0.026,10,2,0.45,0.1,3,0.15,0.02,2,50,0.075,40,10,0.7122,0.1198,plate_AL_3,B17
0.033,0.0068,50,0.026,10,2,0.75,0.1,15,0.15,0.02,1.2,50,0.075,40,10,0.4785,0.1135,plate_AL_3,B20
0.033,0.034,50,0.026,10,2,0.15,0.1,15,0.15,0.02,1.2,50,0.075,40,10,0.5206,0.0296,plate_AL_3,B21
0.033,0.034,50,0.026,10,2,0.75,0.1,9,0.15,0.02,1.2,50,0.075,40,10,1.0372,0.0406,plate_AL_3,C4
0.033,0.0068,50,0.026,10,2,0.75,0.1,9,0.15,0.1,1.2,50,0.075,40,10,1.077,0.019,plate_AL_3,C5
0.033,0.034,50,0.026,10,2,0.15,0.1,9,0.15,0.02,2,50,0.075,40,10,0.4469,0.0041,plate_AL_3,C6
0.033,0.0068,50,0.026,10,2,0.45,0.1,15,0.15,0.02,2,50,0.075,40,10,0.9358,0.0434,plate_AL_3,C13
0.033,0.0068,50,0.078,10,2,0.75,0.1,15,0.15,0.02,1.2,50,0.075,40,10,0.562,0.0762,plate_AL_3,C14
0.165,0.0068,50,0.026,10,2,0.75,0.1,15,0.15,0.06,0.4,50,0.075,40,10,0.0892,0.0152,plate_AL_3,C15
0.099,0.034,50,0.026,10,2,0.75,0.1,15,0.15,0.02,0.4,50,0.075,40,10,0.1394,0.0487,plate_AL_3,C16
0.033,0.0204,50,0.026,10,2,0.15,0.1,15,0.15,0.02,2,50,0.075,40,10,0.6124,0.0061,plate_AL_3,C17
0.033,0.0204,50,0.078,10,2,0.75,0.1,15,0.15,0.06,0.4,50,0.075,40,10,0.2666,0.0608,plate_AL_3,C18
0.165,0.0204,50,0.026,10,2,0.15,0.1,15,0.15,0.02,1.2,50,0.075,40,10,0.6021,0.0053,plate_AL_3,C19
0.033,0.0204,50,0.078,10,2,0.45,0.1,15,0.15,0.02,1.2,50,0.075,40,10,0.7816,0.0223,plate_AL_3,C20
0.033,0.0204,50,0.026,10,2,0.75,0.1,9,0.15,0.02,2,50,0.075,40,10,1.1268,0.0329,plate_AL_3,D15
0.099,0.0068,50,0.026,10,2,0.45,0.1,9,0.15,0.06,2,50,0.075,40,10,0.8262,0.034,plate_AL_3,D16
0.165,0.0204,50,0.026,10,2,0.75,0.1,9,0.15,0.1,0.4,50,0.075,40,10,0.8392,0.0189,plate_AL_3,D17
0.099,0.0204,50,0.026,10,2,0.75,0.1,3,0.15,0.06,2,50,0.075,40,10,0.9347,0.0137,plate_AL_3,E2
0.099,0.0068,50,0.026,10,2,0.45,0.1,15,0.15,0.02,2,50,0.075,40,10,0.9809,0.0189,plate_AL_3,E5
0.099,0.0068,50,0.026,10,2,0.75,0.3,15,0.15,0.02,1.2,50,0.075,40,10,1.2295,0.0446,plate_AL_3,E6
0.033,0.0068,50,0.026,10,2,0.75,0.3,15,0.15,0.06,1.2,50,0.075,40,10,1.257,0.0468,plate_AL_3,E7
0.099,0.0204,50,0.026,10,2,0.45,0.1,15,0.15,0.06,1.2,50,0.075,40,10,0.8441,0.0276,plate_AL_3,E8
0.033,0.0068,50,0.026,10,2,0.75,0.1,15,0.15,0.06,1.2,50,0.225,40,10,0.3345,0.1634,plate_AL_3,E9
0.165,0.0204,50,0.026,10,2,0.45,0.1,15,0.15,0.1,0.4,50,0.075,40,10,0.5861,0.0776,plate_AL_3,E10
0.099,0.0068,50,0.026,10,2,0.75,0.3,9,0.15,0.02,2,50,0.075,40,10,1.3018,0.0885,plate_AL_3,E23
0.033,0.0068,50,0.026,10,2,0.75,0.3,9,0.15,0.06,2,50,0.075,40,10,1.4054,0.0751,plate_AL_3,F2
0.033,0.0068,50,0.026,10,2,0.75,0.1,15,0.15,0.02,2,50,0.225,40,10,0.6706,0.1292,plate_AL_3,F7
0.033,0.0068,50,0.026,10,2,0.45,0.1,15,0.15,0.1,2,50,0.075,40,10,0.9197,0.0717,plate_AL_3,F8
0.033,0.034,50,0.078,10,2,0.75,0.1,15,0.15,0.02,1.2,50,0.075,40,10,0.602,0.1092,plate_AL_3,F9
0.165,0.0068,50,0.026,10,2,0.75,0.3,15,0.15,0.02,1.2,50,0.075,40,10,1.1409,0.0209,plate_AL_3,F10
0.099,0.034,50,0.026,10,2,0.75,0.1,15,0.15,0.1,0.4,50,0.075,40,10,0.1772,0.0596,plate_AL_3,F11
0.033,0.0204,50,0.078,10,2,0.75,0.1,15,0.15,0.06,1.2,50,0.075,40,10,0.6463,0.08,plate_AL_3,F12
0.165,0.0204,50,0.026,10,2,0.45,0.1,15,0.15,0.06,1.2,50,0.075,40,10,0.8124,0.0401,plate_AL_3,F13
0.033,0.034,50,0.026,10,2,0.15,0.1,15,0.15,0.06,2,50,0.075,40,10,0.5921,0.0256,plate_AL_3,F14
0.165,0.0068,50,0.078,10,2,0.75,0.1,15,0.15,0.1,0.4,50,0.075,40,10,0.1395,0.1042,plate_AL_3,F15
0.099,0.034,50,0.026,10,2,0.75,0.1,9,0.15,0.02,2,50,0.075,40,10,1.0773,0.0484,plate_AL_3,G12
0.099,0.0068,50,0.026,10,2,0.75,0.1,9,0.15,0.1,2,50,0.075,40,10,1.0691,0.0224,plate_AL_3,G13
0.033,0.0204,50,0.026,10,2,0.75,0.1,9,0.15,0.1,2,50,0.075,40,10,1.0541,0.0585,plate_AL_3,G14
0.099,0.0068,50,0.078,10,2,0.75,0.1,9,0.15,0.06,2,50,0.075,40,10,1.0179,0.0364,plate_AL_3,G15
0.033,0.0068,50,0.026,10,2,0.75,0.1,15,0.15,0.1,2,50,0.075,40,10,0.5527,0.2623,plate_AL_3,H2
0.165,0.0068,50,0.026,10,2,0.75,0.1,15,0.15,0.1,1.2,50,0.075,40,10,0.0619,0.0085,plate_AL_3,H3
0.099,0.0068,50,0.078,10,2,0.75,0.1,15,0.15,0.02,2,50,0.075,40,10,0.5752,0.2062,plate_AL_3,H4
0.165,0.034,50,0.026,10,2,0.45,0.1,15,0.15,0.06,1.2,50,0.075,40,10,0.6407,0.1557,plate_AL_3,H5
0.165,0.034,50,0.026,10,2,0.15,0.1,15,0.15,0.02,2,50,0.075,40,10,0.7213,0.0419,plate_AL_3,H6
0.099,0.034,50,0.078,10,2,0.75,0.1,15,0.15,0.02,1.2,50,0.075,40,10,0.23,0.1592,plate_AL_3,H7
0.099,0.0204,50,0.026,10,2,0.75,0.3,15,0.15,0.06,1.2,50,0.075,40,10,1.1349,0.1014,plate_AL_3,H8
0.099,0.0068,50,0.026,10,2,0.75,0.3,15,0.15,0.1,1.2,50,0.075,40,10,1.0961,0.1045,plate_AL_3,H9
0.165,0.034,50,0.026,10,2,0.75,0.1,9,0.15,0.1,1.2,50,0.075,40,10,0.92,0.0448,plate_AL_3,I4
0.099,0.034,50,0.078,10,2,0.75,0.1,9,0.15,0.02,2,50,0.075,40,10,1.0487,0.0228,plate_AL_3,I5
0.165,0.0204,50,0.026,10,2,0.45,0.1,9,0.15,0.1,2,50,0.075,40,10,0.8285,0.0159,plate_AL_3,I6
0.099,0.0204,50,0.026,10,2,0.75,0.3,9,0.15,0.06,2,50,0.075,40,10,1.3034,0.0091,plate_AL_3,I7
