nad,folinic_acid,DNA,coa,RBS,peg,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,hepes,camp,K_gluta,promoter,yield,yield_std,plaque_name,well_1
0.033,0.0068,50,0.026,10,2,0.15,0.1,3,0.15,0.02,0.4,50,0.075,8,10,0.5719,0.078,plate_AL_7,A2
0.165,0.0068,50,0.026,10,2,0.15,0.1,9,0.15,0.02,0.4,50,0.375,24,10,0.3726,0.0226,plate_AL_7,A3
0.099,0.0204,50,0.078,10,2,0.15,0.5,3,0.45,0.1,1.2,50,0.225,8,10,0.3605,0.0471,plate_AL_7,A4
0.033,0.0204,50,0.078,10,2,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10,0.1825,0.0219,plate_AL_7,A5
0.33,0.068,0,0.26,10,2,1.5,1,30,1.5,0.2,4,50,0.75,80,10,0,0.0054,plate_AL_7,A6
0.33,0.068,50,0.26,10,2,1.5,1,30,1.5,0.2,4,50,0.75,80,10,0.0477,0.0098,plate_AL_7,A7
0.165,0.068,50,0.026,10,2,1.5,0.1,9,1.5,0.06,4,50,0.075,80,10,3.3227,0.0324,plate_AL_7,B2
0.099,0.034,50,0.026,10,2,1.5,0.1,9,1.5,0.1,4,50,0.075,80,10,3.2983,0.1235,plate_AL_7,B5
0.033,0.034,50,0.13,10,2,1.5,0.1,9,1.5,0.06,4,50,0.075,80,10,2.9184,0.1227,plate_AL_7,B6
0.033,0.034,50,0.026,10,2,1.5,0.1,9,1.5,0.1,4,50,0.225,80,10,2.8568,0.1091,plate_AL_7,B7
0.165,0.0204,50,0.078,10,2,1.5,0.1,9,1.5,0.06,4,50,0.075,80,10,2.9744,0.0809,plate_AL_7,B8
0.099,0.034,50,0.026,10,2,1.5,0.1,9,1.5,0.02,4,50,0.225,80,10,2.7906,0.1592,plate_AL_7,B17
0.165,0.0204,50,0.026,10,2,1.5,0.1,9,1.5,0.02,4,50,0.225,80,10,2.7312,0.0842,plate_AL_7,B18
0.165,0.0068,50,0.078,10,2,1.5,0.1,9,1.5,0.06,4,50,0.075,80,10,2.903,0.0069,plate_AL_7,B19
0.033,0.034,50,0.026,10,2,1.5,0.1,9,1.5,0.06,4,50,0.075,80,10,2.9539,0.0571,plate_AL_7,C4
