iteration,score,scores_std
1,0.10738450142610356,0.07450323747079968
2,0.5890784439563301,0.16132857258332728
3,0.4908112094971491,0.0616363173428336
4,0.46025379500578706,0.1599204504069488
5,0.5713708086248175,0.04574488911124741
6,0.7751215785339067,0.08190347317704796
7,0.888851466790291,0.011068148129667735
8,0.9067506606385891,0.009688934297603514
9,0.9162134523240952,0.004951045868902164
10,0.9202338990906563,0.007589550689087089
