nad,folinic_acid,DNA,coa,RBS,peg,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,hepes,camp,K_gluta,promoter,value_1,value_2,value_3,well_1,well_2,well_3,mean,std,yield,yield_std,plaque_name
0.033,0.0068,50,0.026,10,2,0.15,0.1,3,0.15,0.02,0.4,50,0.075,8,10,13758,13666,13506,A2,A8,A14,13643.3,104.1,0.5857,0.007,plate_AL_5
0.165,0.0068,50,0.026,10,2,0.15,0.1,9,0.15,0.02,0.4,50,0.375,24,10,8501,8616,10204,A3,A9,A15,9107,777.1,0.2803,0.0523,plate_AL_5
0.099,0.0204,50,0.078,10,2,0.15,0.5,3,0.45,0.1,1.2,50,0.225,8,10,10418,11152,10576,A4,A10,A16,10715.3,315.4,0.3886,0.0212,plate_AL_5
0.033,0.0204,50,0.078,10,2,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10,7123,7195,7381,A5,A11,A17,7233,108.7,0.1542,0.0073,plate_AL_5
0.33,0.068,0,0.26,10,2,1.5,1,30,1.5,0.2,4,50,0.75,80,10,5018,4919,4889,A6,A12,A18,4942,55.1,0,0.0037,plate_AL_5
0.33,0.068,50,0.26,10,2,1.5,1,30,1.5,0.2,4,50,0.75,80,10,5814,5465,5840,A7,A13,A19,5706.3,171,0.0514,0.0115,plate_AL_5
0.033,0.0068,50,0.026,10,2,0.75,0.3,9,0.15,0.06,2,50,0.225,40,10,22086,21576,22308,B2,B3,B4,21990,306.5,1.1475,0.0206,plate_AL_5
0.033,0.0204,50,0.026,10,2,0.75,0.3,9,0.15,0.06,2,50,0.225,40,10,22406,23947,23616,B5,B8,B11,23323,662.3,1.2372,0.0446,plate_AL_5
0.033,0.0068,50,0.13,10,2,0.75,0.3,9,0.15,0.02,2,50,0.225,40,10,22426,21133,22184,B6,B9,B12,21914.3,561.2,1.1424,0.0378,plate_AL_5
0.033,0.0068,50,0.13,10,2,0.75,0.3,9,0.15,0.06,2,50,0.075,40,10,21195,20804,22602,B7,B10,B13,21533.7,772.1,1.1168,0.052,plate_AL_5
