nad,folinic_acid,DNA,coa,RBS,peg,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,hepes,camp,K_gluta,promoter,value_1,value_2,value_3,well_1,well_2,well_3,mean,std,yield,yield_std,plaque_name
0.033,0.034,50,0.026,10,2,0.75,0.3,9,0.45,0.06,2,50,0.075,40,10,41886,43060,43575,L17,L19,L21,42840.3,706.8,1.5358,0.0297,plate_AL_2
0.033,0.034,50,0.078,10,2,0.75,0.5,3,0.45,0.06,2,50,0.075,40,10,30426,29261,28453,L22,M2,M4,29380,809.9,0.9695,0.0341,plate_AL_2
0.099,0.034,50,0.026,10,2,0.75,0.5,3,0.45,0.06,2,50,0.075,40,10,33057,33501,30904,L23,M3,M5,32487.3,1134.2,1.1003,0.0477,plate_AL_2
0.033,0.034,50,0.026,10,2,0.75,0.3,3,0.75,0.02,1.2,50,0.075,8,10,15808,16320,16265,M6,M8,M10,16131,229.5,0.4122,0.0097,plate_AL_2
0.033,0.0204,50,0.026,10,2,0.75,0.5,3,0.75,0.02,0.4,50,0.075,24,10,14185,14367,13942,M7,M9,M11,14164.7,174.1,0.3295,0.0073,plate_AL_2
0.033,0.034,50,0.026,10,2,0.75,0.1,3,0.75,0.1,1.2,50,0.075,8,10,17450,17703,17182,M12,M14,M16,17445,212.7,0.4675,0.0089,plate_AL_2
0.033,0.034,50,0.026,10,2,0.75,0.1,3,0.75,0.1,0.4,50,0.075,24,10,23736,22299,24215,M13,M15,M17,23416.7,814.1,0.7187,0.0342,plate_AL_2
0.033,0.0204,50,0.026,10,2,0.75,0.5,3,0.75,0.02,2,50,0.075,8,10,14634,14245,14488,M18,M19,M20,14455.7,160.4,0.3417,0.0067,plate_AL_2
0.033,0.034,50,0.026,10,2,0.75,0.5,3,0.75,0.1,1.2,50,0.075,8,10,14088,10610,13015,M21,N2,N5,12571,1454.2,0.2624,0.0612,plate_AL_2
0.033,0.0204,50,0.026,10,2,0.75,0.5,3,0.75,0.06,0.4,50,0.075,40,10,21160,17243,17530,M22,N3,N6,18644.3,1782.7,0.5179,0.075,plate_AL_2
0.033,0.0068,50,0.026,10,2,0.75,0.5,3,0.75,0.02,2,50,0.075,24,10,15971,13778,14462,M23,N4,N7,14737,916.2,0.3535,0.0385,plate_AL_2
0.033,0.0068,50,0.026,10,2,0.75,0.5,3,0.75,0.1,1.2,50,0.075,40,10,17882,18173,19674,N8,N10,N12,18576.3,785.2,0.515,0.033,plate_AL_2
0.033,0.034,50,0.078,10,2,0.75,0.5,3,0.75,0.06,2,50,0.075,8,10,14379,14459,14314,N9,N11,N13,14384,59.3,0.3387,0.0025,plate_AL_2
0.033,0.034,50,0.078,10,2,0.75,0.3,3,0.75,0.06,2,50,0.075,24,10,22558,22387,24383,N14,N16,N18,23109.3,903.3,0.7057,0.038,plate_AL_2
0.033,0.034,50,0.026,10,2,0.45,0.5,3,0.75,0.02,2,50,0.075,40,10,15730,16591,16463,N15,N17,N19,16261.3,379.3,0.4177,0.016,plate_AL_2
0.033,0.034,50,0.026,10,2,0.75,0.5,9,0.75,0.02,1.2,50,0.075,40,10,31194,30745,24453,N20,N22,O2,28797.3,3077.4,0.945,0.1295,plate_AL_2
0.033,0.034,50,0.026,10,2,0.75,0.1,9,0.75,0.02,2,50,0.075,40,10,39307,39329,33921,N21,N23,O3,37519,2544.2,1.3119,0.107,plate_AL_2
0.033,0.034,50,0.026,10,2,0.75,0.5,3,0.75,0.1,1.2,50,0.075,40,10,18102,16802,17430,O4,O6,O8,17444.7,530.8,0.4674,0.0223,plate_AL_2
0.033,0.034,50,0.026,10,2,0.45,0.5,3,0.75,0.06,2,50,0.075,40,10,15648,12575,13894,O5,O7,O9,14039,1258.7,0.3242,0.053,plate_AL_2
0.033,0.034,50,0.026,10,2,0.75,0.3,9,0.75,0.1,1.2,50,0.075,40,10,36245,36624,33732,O10,O12,O14,35533.7,1283.3,1.2284,0.054,plate_AL_2
0.033,0.0204,50,0.026,10,2,0.75,0.5,9,0.75,0.02,2,50,0.075,40,10,29516,28299,27728,O11,O13,O15,28514.3,745.7,0.9331,0.0314,plate_AL_2
0.033,0.0204,50,0.026,10,2,0.75,0.5,3,0.75,0.1,2,50,0.075,40,10,19315,19632,19172,O16,O17,O18,19373,192.2,0.5486,0.0081,plate_AL_2
0.033,0.034,50,0.026,10,2,0.75,0.5,9,0.75,0.1,2,50,0.075,40,10,30170,29037,30602,O19,O20,O21,29936.3,659.9,0.9929,0.0278,plate_AL_2
0.165,0.034,50,0.026,10,2,0.75,0.5,15,0.45,0.02,2,50,0.225,40,10,30059,33323,32086,P2,P7,P12,31822.7,1345.5,1.0723,0.0566,plate_AL_2
0.099,0.034,50,0.026,10,2,0.75,0.3,15,0.75,0.02,1.2,50,0.375,40,10,29491,29961,30860,P3,P8,P13,30104,568,1,0.0239,plate_AL_2
0.165,0.0204,50,0.078,10,2,0.75,0.5,9,0.15,0.02,0.4,50,0.375,40,10,23494,26832,23832,P4,P9,P14,24719.3,1500.2,0.7735,0.0631,plate_AL_2
0.033,0.0068,50,0.026,10,2,0.75,0.3,15,0.75,0.02,2,50,0.375,24,10,26804,24381,30553,P5,P10,P15,27246,2539,0.8798,0.1068,plate_AL_2
0.033,0.0204,50,0.026,10,2,0.45,0.5,15,0.75,0.1,1.2,50,0.225,40,10,18456,21263,19822,P6,P11,P16,19847,1146.1,0.5685,0.0482,plate_AL_2
