iteration,score,scores_std
1,-0.11678564625766419,0.29686594492939095
2,0.634759294314524,0.0900372227240518
3,0.4756807820941347,0.0533869247816373
4,0.4806086038383487,0.08724598908010091
5,0.5338262746501625,0.08361896699123117
6,0.7612655742870753,0.06972745026513977
7,0.8884962115501793,0.019785318738375093
8,0.904692695551282,0.017665933922977373
9,0.9193921115982896,0.010557763188460776
10,0.9199610668175122,0.011078690089110662
