nad,folinic_acid,DNA,coa,RBS,peg,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,hepes,camp,K_gluta,promoter,yield,yield_std,plaque_name,well_1
0.033,0.0068,50,0.026,10,2,0.15,0.1,3,0.15,0.02,0.4,50,0.075,8,10,0.4081,0.0495,plate_AL_6,A2
0.165,0.0068,50,0.026,10,2,0.15,0.1,9,0.15,0.02,0.4,50,0.375,24,10,0.3208,0.0159,plate_AL_6,A3
0.099,0.0204,50,0.078,10,2,0.15,0.5,3,0.45,0.1,1.2,50,0.225,8,10,0.3229,0.0071,plate_AL_6,A4
0.033,0.0204,50,0.078,10,2,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10,0.0993,0.0167,plate_AL_6,A5
0.33,0.068,0,0.26,10,2,1.5,1,30,1.5,0.2,4,50,0.75,80,10,0,0.0118,plate_AL_6,A6
0.33,0.068,50,0.26,10,2,1.5,1,30,1.5,0.2,4,50,0.75,80,10,0.021,0.0041,plate_AL_6,A7
0.033,0.0204,50,0.026,10,2,1.5,0.1,9,0.15,0.06,4,50,0.075,80,10,1.2841,0.3151,plate_AL_6,B2
0.099,0.0204,50,0.026,10,2,1.5,0.1,9,0.15,0.02,4,50,0.075,80,10,1.7952,0.4336,plate_AL_6,B3
0.033,0.0068,50,0.026,10,2,1.5,0.5,9,0.15,0.02,4,50,0.075,80,10,1.2024,0.057,plate_AL_6,B4
0.099,0.0068,50,0.078,10,2,1.5,0.1,9,0.15,0.02,4,50,0.075,80,10,1.8168,0.5051,plate_AL_6,B5
0.165,0.0068,50,0.026,10,2,1.5,0.1,9,0.15,0.06,4,50,0.075,80,10,2.1345,0.2695,plate_AL_6,B14
0.165,0.0068,50,0.026,10,2,1.5,0.3,9,0.15,0.02,4,50,0.075,80,10,1.6957,0.0971,plate_AL_6,B15
0.099,0.0068,50,0.026,10,2,1.5,0.1,9,0.15,0.06,4,50,0.225,80,10,1.8942,0.5132,plate_AL_6,B16
0.165,0.034,50,0.026,10,2,1.5,0.1,9,0.15,0.02,4,50,0.075,80,10,1.9346,0.1713,plate_AL_6,B23
0.099,0.034,50,0.026,10,2,1.5,0.3,9,0.15,0.02,4,50,0.075,80,10,2.1699,0.1277,plate_AL_6,C2
0.165,0.0204,50,0.078,10,2,1.5,0.1,9,0.15,0.02,4,50,0.075,80,10,2.1071,0.5427,plate_AL_6,C3
0.033,0.034,50,0.078,10,2,1.5,0.1,9,0.15,0.02,4,50,0.225,80,10,1.9272,0.3773,plate_AL_6,C4
0.099,0.034,50,0.026,10,2,1.5,0.3,9,0.15,0.06,4,50,0.075,80,10,2.0607,0.3014,plate_AL_6,C13
0.165,0.0204,50,0.026,10,2,1.5,0.3,9,0.15,0.06,4,50,0.075,80,10,1.5186,0.212,plate_AL_6,C14
0.099,0.0204,50,0.026,10,2,1.5,0.5,9,0.15,0.06,4,50,0.075,80,10,1.2532,0.0571,plate_AL_6,C15
0.033,0.034,50,0.078,10,2,1.5,0.1,9,0.15,0.1,4,50,0.075,80,10,1.9692,0.3839,plate_AL_6,C16
0.165,0.0068,50,0.078,10,2,1.5,0.1,9,0.15,0.1,4,50,0.075,80,10,1.9736,0.4812,plate_AL_6,C17
0.033,0.034,50,0.13,10,2,1.5,0.3,9,0.15,0.02,4,50,0.075,80,10,1.6375,0.0248,plate_AL_6,C18
0.165,0.0068,50,0.078,10,2,1.5,0.5,9,0.15,0.02,4,50,0.075,80,10,1.3485,0.1674,plate_AL_6,C19
0.099,0.0204,50,0.026,10,2,1.5,0.1,9,0.15,0.1,4,50,0.225,80,10,1.6961,0.2303,plate_AL_6,C20
0.099,0.0204,50,0.026,10,2,1.5,0.3,9,0.15,0.06,4,50,0.225,80,10,2.054,0.1735,plate_AL_6,C21
0.033,0.0068,50,0.078,10,2,1.5,1,9,0.15,0.02,4,50,0.075,80,10,0.1728,0.0149,plate_AL_6,D18
0.165,0.0204,50,0.026,10,2,1.5,0.3,9,0.15,0.1,4,50,0.075,80,10,1.8572,0.0768,plate_AL_6,D21
0.165,0.034,50,0.078,10,2,1.5,0.3,9,0.15,0.02,4,50,0.075,80,10,1.9521,0.1079,plate_AL_6,D22
0.033,0.034,50,0.078,10,2,1.5,0.5,9,0.15,0.06,4,50,0.075,80,10,1.2195,0.0444,plate_AL_6,D23
0.099,0.034,50,0.078,10,2,1.5,0.5,9,0.15,0.02,4,50,0.075,80,10,1.363,0.1523,plate_AL_6,E2
0.099,0.0204,50,0.078,10,2,1.5,0.5,9,0.15,0.06,4,50,0.075,80,10,1.3322,0.098,plate_AL_6,E3
0.165,0.0204,50,0.078,10,2,1.5,0.5,9,0.15,0.02,4,50,0.075,80,10,1.3498,0.2626,plate_AL_6,E4
0.099,0.0204,50,0.13,10,2,1.5,0.1,9,0.15,0.1,4,50,0.075,80,10,1.7196,0.1337,plate_AL_6,E5
0.099,0.0204,50,0.13,10,2,1.5,0.3,9,0.15,0.06,4,50,0.075,80,10,2.1463,0.0477,plate_AL_6,E6
0.165,0.0068,50,0.13,10,2,1.5,0.1,9,0.15,0.1,4,50,0.075,80,10,1.7274,0.1407,plate_AL_6,E7
