nad,folinic_acid,DNA,coa,RBS,peg,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,hepes,camp,K_gluta,promoter,yield,yield_std,plaque_name,well_1
0.033,0.0068,50,0.026,10,2,0.15,0.1,3,0.15,0.02,0.4,50,0.075,8,10,0.6333,0.037,plate_AL_4,A2
0.165,0.0068,50,0.026,10,2,0.15,0.1,9,0.15,0.02,0.4,50,0.375,24,10,0.3462,0.0334,plate_AL_4,A3
0.099,0.0204,50,0.078,10,2,0.15,0.5,3,0.45,0.1,1.2,50,0.225,8,10,0.4244,0.052,plate_AL_4,A4
0.033,0.0204,50,0.078,10,2,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10,0.2446,0.0148,plate_AL_4,A5
0.33,0.068,0,0.26,10,2,1.5,1,30,1.5,0.2,4,50,0.75,80,10,0,0.0234,plate_AL_4,A6
0.33,0.068,50,0.26,10,2,1.5,1,30,1.5,0.2,4,50,0.75,80,10,0.0169,0.0369,plate_AL_4,A7
0.099,0.0068,50,0.026,10,2,0.75,0.1,9,0.15,0.1,1.2,50,0.075,40,10,0.9885,0.1153,plate_AL_4,B2
0.099,0.0068,50,0.026,10,2,0.75,0.3,15,0.15,0.02,1.2,50,0.075,40,10,1.275,0.0586,plate_AL_4,B5
0.033,0.0068,50,0.078,10,2,0.45,0.3,15,0.15,0.06,1.2,50,0.075,40,10,0.8605,0.246,plate_AL_4,B6
0.033,0.0204,50,0.026,10,2,0.45,0.3,15,0.15,0.06,1.2,50,0.075,40,10,0.9576,0.2245,plate_AL_4,B7
0.165,0.0068,50,0.026,10,2,0.75,0.1,9,0.15,0.02,2,50,0.075,40,10,0.956,0.0006,plate_AL_4,B14
0.033,0.0068,50,0.026,10,2,0.75,0.5,15,0.15,0.02,1.2,50,0.225,40,10,0.9046,0.2097,plate_AL_4,B17
0.033,0.0068,50,0.026,10,2,0.75,0.3,15,0.15,0.02,2,50,0.075,40,10,1.278,0.0175,plate_AL_4,B18
0.033,0.0068,50,0.078,10,2,0.45,0.3,15,0.15,0.1,1.2,50,0.075,40,10,1.0598,0.0795,plate_AL_4,B19
0.165,0.0068,50,0.026,10,2,0.75,0.3,9,0.15,0.02,2,50,0.075,40,10,1.37,0.1003,plate_AL_4,C4
0.033,0.0204,50,0.026,10,2,0.75,0.3,9,0.15,0.02,2,50,0.225,40,10,1.27,0.0767,plate_AL_4,C5
