nad,folinic_acid,DNA,coa,RBS,peg,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,hepes,camp,K_gluta,promoter,yield,yield_std,plaque_name,well_1
0.033,0.0068,50,0.026,10,2,0.15,0.1,3,0.15,0.02,0.4,50,0.075,8,10,0.4158,0.0189,plate_AL_9,A2
0.165,0.0068,50,0.026,10,2,0.15,0.1,9,0.15,0.02,0.4,50,0.375,24,10,0.2519,0.0431,plate_AL_9,A3
0.099,0.0204,50,0.078,10,2,0.15,0.5,3,0.45,0.1,1.2,50,0.225,8,10,0.2617,0.0277,plate_AL_9,A4
0.033,0.0204,50,0.078,10,2,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10,0.134,0.037,plate_AL_9,A5
0.33,0.068,0,0.26,10,2,1.5,1,30,1.5,0.2,4,50,0.75,80,10,0,0.0015,plate_AL_9,A6
0.33,0.068,50,0.26,10,2,1.5,1,30,1.5,0.2,4,50,0.75,80,10,0.0548,0.054,plate_AL_9,A7
0.165,0.0068,50,0.026,10,2,1.5,0.1,9,1.5,0.02,4,50,0.075,80,10,2.4398,0.1784,plate_AL_9,B2
0.099,0.0204,50,0.026,10,2,1.5,0.1,9,1.5,0.02,4,50,0.075,80,10,2.2955,0.3751,plate_AL_9,B3
0.099,0.0068,50,0.078,10,2,1.5,0.1,9,1.5,0.02,4,50,0.075,80,10,2.3221,0.1179,plate_AL_9,B4
0.033,0.034,50,0.026,10,2,1.5,0.1,9,1.5,0.02,4,50,0.075,80,10,2.4297,0.1016,plate_AL_9,B5
0.033,0.0204,50,0.026,10,2,1.5,0.1,9,1.5,0.02,4,50,0.225,80,10,2.3002,0.1086,plate_AL_9,B6
0.099,0.0204,50,0.026,10,2,1.5,0.1,9,1.5,0.06,4,50,0.075,80,10,2.3313,0.0895,plate_AL_9,B17
0.099,0.0068,50,0.13,10,2,1.5,0.1,9,1.5,0.02,4,50,0.075,80,10,2.271,0.0866,plate_AL_9,B18
0.033,0.0068,50,0.13,10,2,1.5,0.1,9,1.5,0.06,4,50,0.075,80,10,2.2995,0.0746,plate_AL_9,B19
0.033,0.0068,50,0.026,10,2,1.5,0.1,9,1.5,0.06,4,50,0.375,80,10,2.1761,0.053,plate_AL_9,B20
0.033,0.0068,50,0.13,10,2,1.5,0.1,9,1.5,0.02,4,50,0.225,80,10,2.2265,0.0753,plate_AL_9,B21
0.099,0.0068,50,0.026,10,2,1.5,0.1,9,1.5,0.1,4,50,0.225,80,10,2.4729,0.1308,plate_AL_9,C10
0.099,0.0204,50,0.078,10,2,1.5,0.1,9,1.5,0.06,4,50,0.075,80,10,2.4122,0.1813,plate_AL_9,C11
0.165,0.0068,50,0.026,10,2,1.5,0.1,9,1.5,0.06,4,50,0.225,80,10,2.3263,0.1193,plate_AL_9,C12
0.099,0.0068,50,0.13,10,2,1.5,0.1,9,1.5,0.02,4,50,0.225,80,10,2.2741,0.0601,plate_AL_9,C13
0.099,0.0068,50,0.078,10,2,1.5,0.1,9,1.5,0.02,4,50,0.375,80,10,2.1917,0.1035,plate_AL_9,C14
0.099,0.0204,50,0.026,10,2,1.5,0.1,9,1.5,0.1,4,50,0.225,80,10,2.3103,0.13,plate_AL_9,D3
0.165,0.034,50,0.078,10,2,1.5,0.1,9,1.5,0.02,4,50,0.075,80,10,2.4464,0.1296,plate_AL_9,D4
0.099,0.0068,50,0.026,10,2,1.5,0.1,9,1.5,0.1,4,50,0.375,80,10,2.196,0.094,plate_AL_9,D5
0.099,0.0204,50,0.078,10,2,1.5,0.1,9,1.5,0.02,4,50,0.375,80,10,2.128,0.0721,plate_AL_9,D6
0.165,0.0068,50,0.078,10,2,1.5,0.1,9,1.5,0.02,4,50,0.375,80,10,2.0461,0.0487,plate_AL_9,D7
0.165,0.0068,50,0.026,10,2,1.5,0.3,9,1.5,0.1,4,50,0.075,80,10,1.9711,0.0225,plate_AL_9,D8
0.099,0.0068,50,0.13,10,2,1.5,0.1,9,1.5,0.02,4,50,0.375,80,10,2.1163,0.0676,plate_AL_9,D9
0.033,0.034,50,0.026,10,2,1.5,0.3,9,1.5,0.1,4,50,0.075,80,10,1.9205,0.1032,plate_AL_9,D10
0.33,0.0068,50,0.078,10,2,1.5,0.1,9,1.5,0.02,4,50,0.075,80,10,2.5425,0.0534,plate_AL_9,E5
0.033,0.0068,50,0.026,10,2,1.5,0.3,9,1.5,0.2,4,50,0.075,80,10,2.0894,0.1209,plate_AL_9,E6
0.165,0.034,50,0.026,10,2,1.5,0.1,9,1.5,0.1,4,50,0.075,80,10,2.5243,0.0132,plate_AL_9,E11
0.165,0.0204,50,0.078,10,2,1.5,0.1,9,1.5,0.1,4,50,0.075,80,10,2.4956,0.0918,plate_AL_9,E12
0.165,0.0204,50,0.026,10,2,1.5,0.1,9,1.5,0.1,4,50,0.225,80,10,2.3081,0.1017,plate_AL_9,E13
0.165,0.034,50,0.13,10,2,1.5,0.1,9,1.5,0.02,4,50,0.075,80,10,2.4349,0.1198,plate_AL_9,E14
0.099,0.034,50,0.078,10,2,1.5,0.1,9,1.5,0.06,4,50,0.225,80,10,2.41,0.2206,plate_AL_9,E15
0.099,0.0204,50,0.13,10,2,1.5,0.1,9,1.5,0.06,4,50,0.225,80,10,2.4811,0.1192,plate_AL_9,E16
0.099,0.0204,50,0.078,10,2,1.5,0.3,9,1.5,0.1,4,50,0.075,80,10,2.1985,0.1377,plate_AL_9,E17
0.099,0.0204,50,0.13,10,2,1.5,0.1,9,1.5,0.02,4,50,0.375,80,10,2.2113,0.0505,plate_AL_9,E18
0.033,0.034,50,0.026,10,2,1.5,0.1,9,1.5,0.2,4,50,0.075,80,10,2.6844,0.1346,plate_AL_9,F13
0.33,0.0068,50,0.026,10,2,1.5,0.1,9,1.5,0.1,4,50,0.075,80,10,2.6628,0.1052,plate_AL_9,F14
0.033,0.068,50,0.026,10,2,1.5,0.1,9,1.5,0.1,4,50,0.075,80,10,2.5993,0.0975,plate_AL_9,F15
0.033,0.0068,50,0.26,10,2,1.5,0.1,9,1.5,0.1,4,50,0.075,80,10,2.5231,0.0743,plate_AL_9,F16
0.165,0.0204,50,0.078,10,2,1.5,0.1,9,1.5,0.1,4,50,0.225,80,10,2.5072,0.148,plate_AL_9,G3
