# nad;folinic_acid;coa;nucleo_mix;spermidin;pga;aa;trna;mg_gluta;camp;K_gluta;y_data;y_data_std;y_pr;y_std_pr
0.035937;0.000314;0.010546;3.375000;0.600000;16200.000000;3.375000;0.002400;64.000000;0.084375;512000.000000;2.118600;0.073800;1.480009;0.388193
0.021562;0.000157;0.017576;1.687500;0.600000;16200.000000;1.012500;0.000800;32.000000;0.084375;256000.000000;1.302400;0.026500;1.164006;0.373619
0.035937;0.000314;0.003515;3.375000;1.000000;16200.000000;0.337500;0.000800;64.000000;0.253125;512000.000000;0.832700;0.006200;1.293478;0.371841
0.007187;0.000314;0.017576;3.375000;0.200000;16200.000000;3.375000;0.002400;64.000000;0.084375;512000.000000;2.387200;0.046400;1.500470;0.534424
0.035937;0.000031;0.010546;1.687500;0.600000;5400.000000;0.337500;0.000800;19.200000;0.084375;256000.000000;1.141000;0.062800;1.018159;0.283137
0.035937;0.000094;0.003515;1.687500;0.600000;27000.000000;1.012500;0.002400;32.000000;0.084375;256000.000000;0.909200;0.074900;1.146029;0.257979
0.035937;0.000094;0.010546;3.375000;0.200000;16200.000000;1.687500;0.000800;64.000000;0.421875;512000.000000;1.748800;0.209600;1.340224;0.312499
0.007187;0.000031;0.010546;3.375000;0.200000;16200.000000;1.687500;0.008000;64.000000;0.084375;512000.000000;1.878900;0.077400;1.319914;0.384977
