nad,folinic_acid,DNA,coa,RBS,peg,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,hepes,camp,K_gluta,promoter,value_1,value_2,value_3,well_1,well_2,well_3,mean,std,yield,yield_std,plaque_name
0.033,0.034,50,0.13,10,2,1.5,0.3,9,0.15,0.02,4,50,0.075,40,10,10368,11433,10294,E17,E20,E23,10698.3,520.4,1.7941,0.1189,rifaxamin
0.165,0.034,50,0.026,10,2,0.75,0.1,15,0.45,0.06,2,50,0.075,20,10,10547,10517,11071,H22,I4,I8,10711.7,254.4,1.7971,0.0581,rifaxamin
0.165,0.034,50,0.078,10,2,0.75,0.1,9,0.15,0.1,2,50,0.075,20,10,11239,9802,11129,D11,D14,D17,10723.3,653,1.7998,0.1492,rifaxamin
0.165,0.0068,50,0.13,10,2,0.75,0.1,9,0.45,0.02,2,50,0.075,20,10,10758,10625,10821,H4,H7,H10,10734.7,81.7,1.8024,0.0187,rifaxamin
0.099,0.0068,50,0.078,10,2,0.75,0.1,9,0.45,0.1,2,50,0.075,20,10,10750,10990,10770,H3,H6,H9,10836.7,108.7,1.8257,0.0248,rifaxamin
0.165,0.0204,50,0.026,10,2,1.5,0.3,9,0.15,0.06,4,50,0.075,40,10,10123,10368,12483,E18,E21,F2,10991.3,1059.5,1.861,0.2421,rifaxamin
0.165,0.0068,50,0.078,10,2,1.5,0.1,9,0.15,0.1,4,50,0.075,40,10,10370,9998,13072,E19,E22,F3,11146.7,1369.9,1.8965,0.313,rifaxamin
0.099,0.0068,50,0.026,10,2,0.75,0.1,9,0.15,0.1,2,50,0.075,20,10,11491,11001,11050,C5,C6,C8,11180.7,220.3,1.9043,0.0503,rifaxamin
0.033,0.0204,50,0.026,10,2,0.75,0.3,3,0.45,0.02,1.2,50,0.075,20,10,10595,11990,12008,F11,F13,F15,11531,661.9,1.9843,0.1512,rifaxamin
0.099,0.0068,50,0.026,10,2,0.75,0.1,9,0.15,0.1,2,50,0.075,20,10,11334,11344,12192,C9,C11,C12,11623.3,402.1,2.0054,0.0919,rifaxamin
0.099,0.034,50,0.026,10,2,1.5,0.1,9,0.15,0.06,4,50,0.075,40,10,11830,11652,11472,E9,E11,E13,11651.3,146.2,2.0118,0.0334,rifaxamin
0.033,0.0068,50,0.026,10,2,1.5,0.1,9,0.15,0.06,4,50,0.075,40,10,12042,11593,11328,E5,E6,E7,11654.3,294.7,2.0125,0.0673,rifaxamin
0.165,0.0204,50,0.078,10,2,1.5,0.1,9,0.15,0.02,4,50,0.075,40,10,12740,11314,11022,E8,E10,E12,11692,750.6,2.0211,0.1715,rifaxamin
0.099,0.0068,50,0.026,10,2,1.5,0.3,9,0.15,0.2,4,50,0.075,40,10,12485,11673,12435,F7,F8,F9,12197.7,371.6,2.1366,0.0849,rifaxamin
0.33,0.068,50,0.078,10,2,1.5,0.3,9,0.45,0.06,4,50,0.075,40,10,12327,12267,12237,K11,K12,K13,12277,37.4,2.1548,0.0085,rifaxamin
0.165,0.0204,50,0.078,10,2,1.5,0.1,9,0.15,0.1,4,50,0.075,40,10,12517,12572,12445,F4,F5,F6,12511.3,52,2.2083,0.0119,rifaxamin
0.033,0.0204,50,0.026,10,2,1.5,0.3,9,0.45,0.1,4,50,0.075,40,10,12588,12363,12694,I19,I21,I23,12548.3,138,2.2168,0.0315,rifaxamin
0.099,0.034,50,0.026,10,2,1.5,0.3,9,0.75,0.1,4,50,0.075,40,10,12415,12922,12543,L3,L6,L9,12626.7,215.3,2.2347,0.0492,rifaxamin
0.033,0.034,50,0.078,10,2,1.5,0.1,9,0.45,0.02,4,50,0.225,40,10,13241,13059,12006,I20,I22,J2,12768.7,544.4,2.2671,0.1244,rifaxamin
0.033,0.0068,50,0.078,10,2,1.5,0.1,9,0.75,0.2,4,50,0.075,40,10,13282,12904,12825,K20,K21,K22,13003.7,199.4,2.3208,0.0456,rifaxamin
0.165,0.068,50,0.13,10,2,1.5,0.1,9,0.45,0.06,4,50,0.075,40,10,12634,13374,13525,K3,K5,K7,13177.7,389.3,2.3605,0.089,rifaxamin
0.033,0.0068,50,0.078,10,2,1.5,0.3,9,1.5,0.2,4,50,0.075,40,10,12961,12731,14019,N2,N3,N4,13237,560.9,2.3741,0.1282,rifaxamin
0.099,0.0204,50,0.13,10,2,1.5,0.1,9,0.75,0.02,4,50,0.375,40,10,13336,13465,13851,K23,L4,L7,13550.7,218.8,2.4458,0.05,rifaxamin
