row,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
A,5535.7,5676.7,3853.3,2932.3,1539.7,2166.3,5535.7,5676.7,3853.3,2932.3,1539.7,2166.3,5535.7,5676.7,3853.3,2932.3,1539.7,2166.3,0,0,0,0
P,5994.0,8542.0,5296.3,8497.3,19150.3,17560.0,17293.3,5994.0,8542.0,5296.3,8497.3,19150.3,17560.0,17293.3,5994.0,8542.0,5296.3,8497.3,19150.3,17560.0,17293.3,0
