row,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
A,85.6,427.0,198.9,411.5,114.7,140.9,85.6,427.0,198.9,411.5,114.7,140.9,85.6,427.0,198.9,411.5,114.7,140.9,0,0,0,0
P,1064.8,920.6,354.1,571.3,832.8,889.5,1673.0,1064.8,920.6,354.1,571.3,832.8,889.5,1673.0,1064.8,920.6,354.1,571.3,832.8,889.5,1673.0,0
