Source Plate Barcode,Source Well,Destination Plate Barcode,Destination Well,Transfer Volume
Plate1,A8,destPlate100,A13,125.0
Plate1,A9,destPlate100,A13,125.0
Plate1,A10,destPlate100,A13,125.0
Plate1,A11,destPlate100,A13,125.0
Plate1,A12,destPlate100,A13,125.0
Plate1,A13,destPlate100,A13,125.0
Plate1,A14,destPlate100,A13,225.0
Plate1,A15,destPlate100,A13,125.0
Plate1,A21,destPlate100,A13,230.0
Plate1,A3,destPlate100,A14,25.0
Plate1,A4,destPlate100,A14,25.0
Plate1,A5,destPlate100,A14,262.5
Plate1,A8,destPlate100,A14,12.5
Plate1,A9,destPlate100,A14,12.5
Plate1,A10,destPlate100,A14,12.5
Plate1,A11,destPlate100,A14,12.5
Plate1,A12,destPlate100,A14,12.5
Plate1,A13,destPlate100,A14,12.5
Plate1,A14,destPlate100,A14,22.5
Plate1,A15,destPlate100,A14,12.5
Plate1,A21,destPlate100,A14,530.0
Plate1,A3,destPlate100,A15,25.0
Plate1,A4,destPlate100,A15,75.0
Plate1,A5,destPlate100,A15,262.5
Plate1,A8,destPlate100,A15,12.5
Plate1,A9,destPlate100,A15,12.5
Plate1,A10,destPlate100,A15,62.5
Plate1,A11,destPlate100,A15,62.5
Plate1,A12,destPlate100,A15,12.5
Plate1,A13,destPlate100,A15,12.5
Plate1,A14,destPlate100,A15,67.5
Plate1,A15,destPlate100,A15,12.5
Plate1,A21,destPlate100,A15,337.5
Plate1,A3,destPlate100,A16,75.0
Plate1,A4,destPlate100,A16,25.0
Plate1,A5,destPlate100,A16,787.5
Plate1,A8,destPlate100,A16,62.5
Plate1,A9,destPlate100,A16,37.5
Plate1,A10,destPlate100,A16,37.5
Plate1,A11,destPlate100,A16,37.5
Plate1,A12,destPlate100,A16,37.5
Plate1,A13,destPlate100,A16,62.5
Plate1,A14,destPlate100,A16,22.5
Plate1,A15,destPlate100,A16,12.5
Plate1,A21,destPlate100,A16,757.5
Plate1,A3,destPlate100,A17,125.0
Plate1,A4,destPlate100,A17,75.0
Plate1,A5,destPlate100,A17,787.5
Plate1,A8,destPlate100,A17,37.5
Plate1,A9,destPlate100,A17,37.5
Plate1,A10,destPlate100,A17,12.5
Plate1,A11,destPlate100,A17,37.5
Plate1,A12,destPlate100,A17,37.5
Plate1,A13,destPlate100,A17,62.5
Plate1,A14,destPlate100,A17,67.5
Plate1,A15,destPlate100,A17,12.5
Plate1,A21,destPlate100,A17,662.5
Plate1,A3,destPlate100,A18,250.0
Plate1,A4,destPlate100,A18,250.0
Plate1,A5,destPlate100,A18,25.0
Plate1,A8,destPlate100,A18,125.0
Plate1,A9,destPlate100,A18,125.0
Plate1,A10,destPlate100,A18,125.0
Plate1,A11,destPlate100,A18,125.0
Plate1,A12,destPlate100,A18,125.0
Plate1,A13,destPlate100,A18,125.0
Plate1,A14,destPlate100,A18,225.0
Plate1,A15,destPlate100,A18,125.0
Plate1,A21,destPlate100,A18,480.0
Plate1,A3,destPlate100,A19,250.0
Plate1,A4,destPlate100,A19,250.0
Plate1,A5,destPlate100,A19,25.0
Plate1,A8,destPlate100,A19,125.0
Plate1,A9,destPlate100,A19,125.0
Plate1,A10,destPlate100,A19,125.0
Plate1,A11,destPlate100,A19,125.0
Plate1,A12,destPlate100,A19,125.0
Plate1,A13,destPlate100,A19,125.0
Plate1,A14,destPlate100,A19,225.0
Plate1,A15,destPlate100,A19,125.0
Plate1,A21,destPlate100,A19,230.0
Plate1,A3,destPlate100,B2,75.0
Plate1,A4,destPlate100,B2,25.0
Plate1,A5,destPlate100,B2,262.5
Plate1,A8,destPlate100,B2,12.5
Plate1,A9,destPlate100,B2,12.5
Plate1,A10,destPlate100,B2,12.5
Plate1,A11,destPlate100,B2,12.5
Plate1,A12,destPlate100,B2,37.5
Plate1,A13,destPlate100,B2,37.5
Plate1,A14,destPlate100,B2,22.5
Plate1,A15,destPlate100,B2,62.5
Plate1,A21,destPlate100,B2,382.5
Plate1,A3,destPlate100,B3,75.0
Plate1,A4,destPlate100,B3,25.0
Plate1,A5,destPlate100,B3,262.5
Plate1,A8,destPlate100,B3,12.5
Plate1,A9,destPlate100,B3,12.5
Plate1,A10,destPlate100,B3,12.5
Plate1,A11,destPlate100,B3,12.5
Plate1,A12,destPlate100,B3,37.5
Plate1,A13,destPlate100,B3,37.5
Plate1,A14,destPlate100,B3,22.5
Plate1,A15,destPlate100,B3,62.5
Plate1,A21,destPlate100,B3,382.5
Plate1,A3,destPlate100,B4,75.0
Plate1,A4,destPlate100,B4,25.0
Plate1,A5,destPlate100,B4,262.5
Plate1,A8,destPlate100,B4,12.5
Plate1,A9,destPlate100,B4,12.5
Plate1,A10,destPlate100,B4,12.5
Plate1,A11,destPlate100,B4,12.5
Plate1,A12,destPlate100,B4,37.5
Plate1,A13,destPlate100,B4,37.5
Plate1,A14,destPlate100,B4,22.5
Plate1,A15,destPlate100,B4,62.5
Plate1,A21,destPlate100,B4,382.5
Plate1,A3,destPlate100,B5,25.0
Plate1,A4,destPlate100,B5,25.0
Plate1,A5,destPlate100,B5,262.5
Plate1,A8,destPlate100,B5,12.5
Plate1,A9,destPlate100,B5,62.5
Plate1,A10,destPlate100,B5,37.5
Plate1,A11,destPlate100,B5,37.5
Plate1,A12,destPlate100,B5,62.5
Plate1,A13,destPlate100,B5,12.5
Plate1,A14,destPlate100,B5,22.5
Plate1,A15,destPlate100,B5,62.5
Plate1,A21,destPlate100,B5,332.5
Plate1,A3,destPlate100,B6,25.0
Plate1,A4,destPlate100,B6,25.0
Plate1,A5,destPlate100,B6,262.5
Plate1,A8,destPlate100,B6,12.5
Plate1,A9,destPlate100,B6,62.5
Plate1,A10,destPlate100,B6,37.5
Plate1,A11,destPlate100,B6,37.5
Plate1,A12,destPlate100,B6,62.5
Plate1,A13,destPlate100,B6,12.5
Plate1,A14,destPlate100,B6,22.5
Plate1,A15,destPlate100,B6,62.5
Plate1,A21,destPlate100,B6,332.5
Plate1,A3,destPlate100,B7,25.0
Plate1,A4,destPlate100,B7,25.0
Plate1,A5,destPlate100,B7,262.5
Plate1,A8,destPlate100,B7,12.5
Plate1,A9,destPlate100,B7,62.5
Plate1,A10,destPlate100,B7,37.5
Plate1,A11,destPlate100,B7,37.5
Plate1,A12,destPlate100,B7,62.5
Plate1,A13,destPlate100,B7,12.5
Plate1,A14,destPlate100,B7,22.5
Plate1,A15,destPlate100,B7,62.5
Plate1,A21,destPlate100,B7,332.5
Plate1,A3,destPlate100,B8,25.0
Plate1,A4,destPlate100,B8,125.0
Plate1,A5,destPlate100,B8,262.5
Plate1,A8,destPlate100,B8,37.5
Plate1,A9,destPlate100,B8,12.5
Plate1,A10,destPlate100,B8,12.5
Plate1,A11,destPlate100,B8,12.5
Plate1,A12,destPlate100,B8,12.5
Plate1,A13,destPlate100,B8,12.5
Plate1,A14,destPlate100,B8,112.5
Plate1,A15,destPlate100,B8,37.5
Plate1,A21,destPlate100,B8,292.5
Plate1,A3,destPlate100,B9,25.0
Plate1,A4,destPlate100,B9,125.0
Plate1,A5,destPlate100,B9,262.5
Plate1,A8,destPlate100,B9,37.5
Plate1,A9,destPlate100,B9,12.5
Plate1,A10,destPlate100,B9,12.5
Plate1,A11,destPlate100,B9,12.5
Plate1,A12,destPlate100,B9,12.5
Plate1,A13,destPlate100,B9,12.5
Plate1,A14,destPlate100,B9,112.5
Plate1,A15,destPlate100,B9,37.5
Plate1,A21,destPlate100,B9,292.5
Plate1,A3,destPlate100,B10,25.0
Plate1,A4,destPlate100,B10,125.0
Plate1,A5,destPlate100,B10,262.5
Plate1,A8,destPlate100,B10,37.5
Plate1,A9,destPlate100,B10,12.5
Plate1,A10,destPlate100,B10,12.5
Plate1,A11,destPlate100,B10,12.5
Plate1,A12,destPlate100,B10,12.5
Plate1,A13,destPlate100,B10,12.5
Plate1,A14,destPlate100,B10,112.5
Plate1,A15,destPlate100,B10,37.5
Plate1,A21,destPlate100,B10,292.5
Plate1,A3,destPlate100,B11,75.0
Plate1,A4,destPlate100,B11,25.0
Plate1,A5,destPlate100,B11,262.5
Plate1,A8,destPlate100,B11,37.5
Plate1,A9,destPlate100,B11,62.5
Plate1,A10,destPlate100,B11,37.5
Plate1,A11,destPlate100,B11,37.5
Plate1,A12,destPlate100,B11,62.5
Plate1,A13,destPlate100,B11,37.5
Plate1,A14,destPlate100,B11,22.5
Plate1,A15,destPlate100,B11,12.5
Plate1,A21,destPlate100,B11,282.5
Plate1,A3,destPlate100,B12,75.0
Plate1,A4,destPlate100,B12,25.0
Plate1,A5,destPlate100,B12,262.5
Plate1,A8,destPlate100,B12,37.5
Plate1,A9,destPlate100,B12,62.5
Plate1,A10,destPlate100,B12,37.5
Plate1,A11,destPlate100,B12,37.5
Plate1,A12,destPlate100,B12,62.5
Plate1,A13,destPlate100,B12,37.5
Plate1,A14,destPlate100,B12,22.5
Plate1,A15,destPlate100,B12,12.5
Plate1,A21,destPlate100,B12,282.5
Plate1,A3,destPlate100,B13,75.0
Plate1,A4,destPlate100,B13,25.0
Plate1,A5,destPlate100,B13,262.5
Plate1,A8,destPlate100,B13,37.5
Plate1,A9,destPlate100,B13,62.5
Plate1,A10,destPlate100,B13,37.5
Plate1,A11,destPlate100,B13,37.5
Plate1,A12,destPlate100,B13,62.5
Plate1,A13,destPlate100,B13,37.5
Plate1,A14,destPlate100,B13,22.5
Plate1,A15,destPlate100,B13,12.5
Plate1,A21,destPlate100,B13,282.5
Plate1,A3,destPlate100,B14,75.0
Plate1,A4,destPlate100,B14,125.0
Plate1,A5,destPlate100,B14,262.5
Plate1,A8,destPlate100,B14,12.5
Plate1,A9,destPlate100,B14,37.5
Plate1,A10,destPlate100,B14,62.5
Plate1,A11,destPlate100,B14,12.5
Plate1,A12,destPlate100,B14,12.5
Plate1,A13,destPlate100,B14,37.5
Plate1,A14,destPlate100,B14,22.5
Plate1,A15,destPlate100,B14,62.5
Plate1,A21,destPlate100,B14,232.5
Plate1,A3,destPlate100,B15,75.0
Plate1,A4,destPlate100,B15,125.0
Plate1,A5,destPlate100,B15,262.5
Plate1,A8,destPlate100,B15,12.5
Plate1,A9,destPlate100,B15,37.5
Plate1,A10,destPlate100,B15,62.5
Plate1,A11,destPlate100,B15,12.5
Plate1,A12,destPlate100,B15,12.5
Plate1,A13,destPlate100,B15,37.5
Plate1,A14,destPlate100,B15,22.5
Plate1,A15,destPlate100,B15,62.5
Plate1,A21,destPlate100,B15,232.5
Plate1,A3,destPlate100,B16,75.0
Plate1,A4,destPlate100,B16,125.0
Plate1,A5,destPlate100,B16,262.5
Plate1,A8,destPlate100,B16,12.5
Plate1,A9,destPlate100,B16,37.5
Plate1,A10,destPlate100,B16,62.5
Plate1,A11,destPlate100,B16,12.5
Plate1,A12,destPlate100,B16,12.5
Plate1,A13,destPlate100,B16,37.5
Plate1,A14,destPlate100,B16,22.5
Plate1,A15,destPlate100,B16,62.5
Plate1,A21,destPlate100,B16,232.5
Plate1,A3,destPlate100,B17,75.0
Plate1,A4,destPlate100,B17,125.0
Plate1,A5,destPlate100,B17,262.5
Plate1,A8,destPlate100,B17,12.5
Plate1,A9,destPlate100,B17,37.5
Plate1,A10,destPlate100,B17,12.5
Plate1,A11,destPlate100,B17,12.5
Plate1,A12,destPlate100,B17,37.5
Plate1,A13,destPlate100,B17,12.5
Plate1,A14,destPlate100,B17,112.5
Plate1,A15,destPlate100,B17,37.5
Plate1,A21,destPlate100,B17,217.5
Plate1,A3,destPlate100,B18,75.0
Plate1,A4,destPlate100,B18,125.0
Plate1,A5,destPlate100,B18,262.5
Plate1,A8,destPlate100,B18,12.5
Plate1,A9,destPlate100,B18,37.5
Plate1,A10,destPlate100,B18,12.5
Plate1,A11,destPlate100,B18,12.5
Plate1,A12,destPlate100,B18,37.5
Plate1,A13,destPlate100,B18,12.5
Plate1,A14,destPlate100,B18,112.5
Plate1,A15,destPlate100,B18,37.5
Plate1,A21,destPlate100,B18,217.5
Plate1,A3,destPlate100,B19,75.0
Plate1,A4,destPlate100,B19,125.0
Plate1,A5,destPlate100,B19,262.5
Plate1,A8,destPlate100,B19,12.5
Plate1,A9,destPlate100,B19,37.5
Plate1,A10,destPlate100,B19,12.5
Plate1,A11,destPlate100,B19,12.5
Plate1,A12,destPlate100,B19,37.5
Plate1,A13,destPlate100,B19,12.5
Plate1,A14,destPlate100,B19,112.5
Plate1,A15,destPlate100,B19,37.5
Plate1,A21,destPlate100,B19,217.5
Plate1,A3,destPlate100,B20,75.0
Plate1,A4,destPlate100,B20,125.0
Plate1,A5,destPlate100,B20,262.5
Plate1,A8,destPlate100,B20,62.5
Plate1,A9,destPlate100,B20,12.5
Plate1,A10,destPlate100,B20,37.5
Plate1,A11,destPlate100,B20,12.5
Plate1,A12,destPlate100,B20,12.5
Plate1,A13,destPlate100,B20,12.5
Plate1,A14,destPlate100,B20,67.5
Plate1,A15,destPlate100,B20,62.5
Plate1,A21,destPlate100,B20,212.5
Plate1,A3,destPlate100,B21,75.0
Plate1,A4,destPlate100,B21,125.0
Plate1,A5,destPlate100,B21,262.5
Plate1,A8,destPlate100,B21,62.5
Plate1,A9,destPlate100,B21,12.5
Plate1,A10,destPlate100,B21,37.5
Plate1,A11,destPlate100,B21,12.5
Plate1,A12,destPlate100,B21,12.5
Plate1,A13,destPlate100,B21,12.5
Plate1,A14,destPlate100,B21,67.5
Plate1,A15,destPlate100,B21,62.5
Plate1,A21,destPlate100,B21,212.5
Plate1,A3,destPlate100,B22,75.0
Plate1,A4,destPlate100,B22,125.0
Plate1,A5,destPlate100,B22,262.5
Plate1,A8,destPlate100,B22,62.5
Plate1,A9,destPlate100,B22,12.5
Plate1,A10,destPlate100,B22,37.5
Plate1,A11,destPlate100,B22,12.5
Plate1,A12,destPlate100,B22,12.5
Plate1,A13,destPlate100,B22,12.5
Plate1,A14,destPlate100,B22,67.5
Plate1,A15,destPlate100,B22,62.5
Plate1,A21,destPlate100,B22,212.5
Plate1,A3,destPlate100,B23,75.0
Plate1,A4,destPlate100,B23,125.0
Plate1,A5,destPlate100,B23,262.5
Plate1,A8,destPlate100,B23,37.5
Plate1,A9,destPlate100,B23,37.5
Plate1,A10,destPlate100,B23,12.5
Plate1,A11,destPlate100,B23,12.5
Plate1,A12,destPlate100,B23,12.5
Plate1,A13,destPlate100,B23,37.5
Plate1,A14,destPlate100,B23,112.5
Plate1,A15,destPlate100,B23,37.5
Plate1,A21,destPlate100,B23,192.5
Plate1,A3,destPlate100,C2,75.0
Plate1,A4,destPlate100,C2,125.0
Plate1,A5,destPlate100,C2,262.5
Plate1,A8,destPlate100,C2,37.5
Plate1,A9,destPlate100,C2,37.5
Plate1,A10,destPlate100,C2,12.5
Plate1,A11,destPlate100,C2,12.5
Plate1,A12,destPlate100,C2,12.5
Plate1,A13,destPlate100,C2,37.5
Plate1,A14,destPlate100,C2,112.5
Plate1,A15,destPlate100,C2,37.5
Plate1,A21,destPlate100,C2,192.5
Plate1,A3,destPlate100,C3,75.0
Plate1,A4,destPlate100,C3,125.0
Plate1,A5,destPlate100,C3,262.5
Plate1,A8,destPlate100,C3,37.5
Plate1,A9,destPlate100,C3,37.5
Plate1,A10,destPlate100,C3,12.5
Plate1,A11,destPlate100,C3,12.5
Plate1,A12,destPlate100,C3,12.5
Plate1,A13,destPlate100,C3,37.5
Plate1,A14,destPlate100,C3,112.5
Plate1,A15,destPlate100,C3,37.5
Plate1,A21,destPlate100,C3,192.5
Plate1,A3,destPlate100,C4,125.0
Plate1,A4,destPlate100,C4,125.0
Plate1,A5,destPlate100,C4,262.5
Plate1,A8,destPlate100,C4,37.5
Plate1,A9,destPlate100,C4,12.5
Plate1,A10,destPlate100,C4,12.5
Plate1,A11,destPlate100,C4,37.5
Plate1,A12,destPlate100,C4,12.5
Plate1,A13,destPlate100,C4,37.5
Plate1,A14,destPlate100,C4,67.5
Plate1,A15,destPlate100,C4,62.5
Plate1,A21,destPlate100,C4,162.5
Plate1,A3,destPlate100,C5,125.0
Plate1,A4,destPlate100,C5,125.0
Plate1,A5,destPlate100,C5,262.5
Plate1,A8,destPlate100,C5,62.5
Plate1,A9,destPlate100,C5,12.5
Plate1,A10,destPlate100,C5,37.5
Plate1,A11,destPlate100,C5,12.5
Plate1,A12,destPlate100,C5,12.5
Plate1,A13,destPlate100,C5,12.5
Plate1,A14,destPlate100,C5,67.5
Plate1,A15,destPlate100,C5,62.5
Plate1,A21,destPlate100,C5,162.5
Plate1,A3,destPlate100,C6,125.0
Plate1,A4,destPlate100,C6,125.0
Plate1,A5,destPlate100,C6,262.5
Plate1,A8,destPlate100,C6,62.5
Plate1,A9,destPlate100,C6,12.5
Plate1,A10,destPlate100,C6,37.5
Plate1,A11,destPlate100,C6,12.5
Plate1,A12,destPlate100,C6,12.5
Plate1,A13,destPlate100,C6,12.5
Plate1,A14,destPlate100,C6,67.5
Plate1,A15,destPlate100,C6,62.5
Plate1,A21,destPlate100,C6,162.5
Plate1,A3,destPlate100,C7,125.0
Plate1,A4,destPlate100,C7,125.0
Plate1,A5,destPlate100,C7,262.5
Plate1,A8,destPlate100,C7,37.5
Plate1,A9,destPlate100,C7,12.5
Plate1,A10,destPlate100,C7,12.5
Plate1,A11,destPlate100,C7,37.5
Plate1,A12,destPlate100,C7,12.5
Plate1,A13,destPlate100,C7,37.5
Plate1,A14,destPlate100,C7,67.5
Plate1,A15,destPlate100,C7,62.5
Plate1,A21,destPlate100,C7,162.5
Plate1,A3,destPlate100,C8,125.0
Plate1,A4,destPlate100,C8,125.0
Plate1,A5,destPlate100,C8,262.5
Plate1,A8,destPlate100,C8,62.5
Plate1,A9,destPlate100,C8,12.5
Plate1,A10,destPlate100,C8,37.5
Plate1,A11,destPlate100,C8,12.5
Plate1,A12,destPlate100,C8,12.5
Plate1,A13,destPlate100,C8,12.5
Plate1,A14,destPlate100,C8,67.5
Plate1,A15,destPlate100,C8,62.5
Plate1,A21,destPlate100,C8,162.5
Plate1,A3,destPlate100,C9,125.0
Plate1,A4,destPlate100,C9,125.0
Plate1,A5,destPlate100,C9,262.5
Plate1,A8,destPlate100,C9,62.5
Plate1,A9,destPlate100,C9,12.5
Plate1,A10,destPlate100,C9,37.5
Plate1,A11,destPlate100,C9,12.5
Plate1,A12,destPlate100,C9,12.5
Plate1,A13,destPlate100,C9,12.5
Plate1,A14,destPlate100,C9,67.5
Plate1,A15,destPlate100,C9,62.5
Plate1,A21,destPlate100,C9,162.5
Plate1,A3,destPlate100,C10,125.0
Plate1,A4,destPlate100,C10,125.0
Plate1,A5,destPlate100,C10,262.5
Plate1,A8,destPlate100,C10,37.5
Plate1,A9,destPlate100,C10,12.5
Plate1,A10,destPlate100,C10,12.5
Plate1,A11,destPlate100,C10,37.5
Plate1,A12,destPlate100,C10,12.5
Plate1,A13,destPlate100,C10,37.5
Plate1,A14,destPlate100,C10,67.5
Plate1,A15,destPlate100,C10,62.5
Plate1,A21,destPlate100,C10,162.5
Plate1,A3,destPlate100,C11,125.0
Plate1,A4,destPlate100,C11,125.0
Plate1,A5,destPlate100,C11,262.5
Plate1,A8,destPlate100,C11,62.5
Plate1,A9,destPlate100,C11,12.5
Plate1,A10,destPlate100,C11,37.5
Plate1,A11,destPlate100,C11,12.5
Plate1,A12,destPlate100,C11,12.5
Plate1,A13,destPlate100,C11,12.5
Plate1,A14,destPlate100,C11,67.5
Plate1,A15,destPlate100,C11,62.5
Plate1,A21,destPlate100,C11,162.5
Plate1,A3,destPlate100,C12,125.0
Plate1,A4,destPlate100,C12,125.0
Plate1,A5,destPlate100,C12,262.5
Plate1,A8,destPlate100,C12,62.5
Plate1,A9,destPlate100,C12,12.5
Plate1,A10,destPlate100,C12,37.5
Plate1,A11,destPlate100,C12,12.5
Plate1,A12,destPlate100,C12,12.5
Plate1,A13,destPlate100,C12,12.5
Plate1,A14,destPlate100,C12,67.5
Plate1,A15,destPlate100,C12,62.5
Plate1,A21,destPlate100,C12,162.5
Plate1,A3,destPlate100,C13,125.0
Plate1,A4,destPlate100,C13,25.0
Plate1,A5,destPlate100,C13,262.5
Plate1,A8,destPlate100,C13,62.5
Plate1,A9,destPlate100,C13,12.5
Plate1,A10,destPlate100,C13,62.5
Plate1,A11,destPlate100,C13,37.5
Plate1,A12,destPlate100,C13,62.5
Plate1,A13,destPlate100,C13,62.5
Plate1,A14,destPlate100,C13,67.5
Plate1,A15,destPlate100,C13,37.5
Plate1,A21,destPlate100,C13,137.5
Plate1,A3,destPlate100,C14,125.0
Plate1,A4,destPlate100,C14,25.0
Plate1,A5,destPlate100,C14,262.5
Plate1,A8,destPlate100,C14,62.5
Plate1,A9,destPlate100,C14,12.5
Plate1,A10,destPlate100,C14,62.5
Plate1,A11,destPlate100,C14,37.5
Plate1,A12,destPlate100,C14,62.5
Plate1,A13,destPlate100,C14,62.5
Plate1,A14,destPlate100,C14,67.5
Plate1,A15,destPlate100,C14,37.5
Plate1,A21,destPlate100,C14,137.5
Plate1,A3,destPlate100,C15,125.0
Plate1,A4,destPlate100,C15,25.0
Plate1,A5,destPlate100,C15,262.5
Plate1,A8,destPlate100,C15,62.5
Plate1,A9,destPlate100,C15,12.5
Plate1,A10,destPlate100,C15,62.5
Plate1,A11,destPlate100,C15,37.5
Plate1,A12,destPlate100,C15,62.5
Plate1,A13,destPlate100,C15,62.5
Plate1,A14,destPlate100,C15,67.5
Plate1,A15,destPlate100,C15,37.5
Plate1,A21,destPlate100,C15,137.5
Plate1,A3,destPlate100,C16,125.0
Plate1,A4,destPlate100,C16,125.0
Plate1,A5,destPlate100,C16,262.5
Plate1,A8,destPlate100,C16,62.5
Plate1,A9,destPlate100,C16,12.5
Plate1,A10,destPlate100,C16,12.5
Plate1,A11,destPlate100,C16,12.5
Plate1,A12,destPlate100,C16,62.5
Plate1,A13,destPlate100,C16,12.5
Plate1,A14,destPlate100,C16,112.5
Plate1,A15,destPlate100,C16,37.5
Plate1,A21,destPlate100,C16,117.5
Plate1,A3,destPlate100,C17,125.0
Plate1,A4,destPlate100,C17,125.0
