nad,folinic_acid,DNA,coa,RBS,peg,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,hepes,camp,K_gluta,promoter,value_1,value_2,value_3,well_1,well_2,well_3,mean,std,yield,yield_std,plaque_name
0.099,0.0068,50,0.026,10,2,1.5,0.3,9,0.15,0.2,4,50,0.075,40,10,27730,25822,28704,F7,F8,F9,27418.7,1197,1.0162,0.0477,DH5
0.033,0.0204,50,0.078,10,2,1.5,0.1,9,1.5,0.06,4,50,0.075,40,10,27515,28547,26230,P8,P15,P22,27430.7,947.8,1.0167,0.0378,DH5
0.033,0.0204,50,0.026,10,2,1.5,0.1,9,1.5,0.02,4,50,0.225,40,10,26777,27811,28861,M4,M6,M8,27816.3,850.8,1.0321,0.0339,DH5
0.033,0.068,50,0.13,10,2,1.5,0.1,9,1.5,0.06,4,50,0.075,40,10,27717,27961,28133,N6,N11,N16,27937,170.7,1.0369,0.0068,DH5
0.165,0.0204,50,0.026,10,2,1.5,0.3,9,0.15,0.06,4,50,0.075,40,10,26881,24993,32802,E18,E21,F2,28225.3,3326.7,1.0484,0.1327,DH5
0.033,0.0068,50,0.078,10,2,1.5,0.1,9,1.5,0.2,4,50,0.375,40,10,27899,28095,28742,N8,N13,N18,28245.3,360.2,1.0492,0.0144,DH5
0.099,0.034,50,0.13,10,2,0.75,0.3,15,0.15,0.06,1.2,50,0.075,20,10,27778,31142,27522,D6,D7,D8,28814,1649.5,1.0719,0.0658,DH5
0.033,0.034,50,0.026,10,2,0.75,0.1,15,0.45,0.02,0.4,50,0.075,20,10,29039,28832,28726,F22,F23,G2,28865.7,130,1.0739,0.0052,DH5
0.033,0.034,50,0.026,10,2,0.75,0.3,15,0.45,0.1,2,50,0.225,20,10,28695,29945,28405,I13,I14,I15,29015,668.2,1.0799,0.0266,DH5
0.033,0.0068,50,0.026,10,2,0.75,0.3,15,0.75,0.02,2,50,0.375,12,10,28108,26530,33495,P5,P12,P19,29377.7,2981.8,1.0944,0.1189,DH5
0.099,0.0068,50,0.026,10,2,0.75,0.1,9,0.15,0.1,2,50,0.075,20,10,30556,27572,30393,C5,C6,C8,29507,1369.9,1.0995,0.0546,DH5
0.165,0.0204,50,0.13,10,2,0.75,0.3,9,0.15,0.02,2,50,0.225,20,10,29463,29805,29704,D9,D12,D15,29657.3,143.5,1.1055,0.0057,DH5
0.033,0.0204,50,0.078,10,2,0.45,0.1,15,0.15,0.02,1.2,50,0.075,20,10,28598,29899,30901,B17,B18,B19,29799.3,942.8,1.1112,0.0376,DH5
0.033,0.034,50,0.026,10,2,0.45,0.1,15,0.15,0.1,2,50,0.075,20,10,29333,31609,29589,C16,C18,C20,30177,1018,1.1262,0.0406,DH5
0.099,0.0068,50,0.026,10,2,0.75,0.1,9,0.15,0.1,2,50,0.075,20,10,30891,29745,30083,C9,C11,C12,30239.7,480.8,1.1287,0.0192,DH5
0.033,0.034,50,0.078,10,2,1.5,0.1,9,0.45,0.02,4,50,0.225,40,10,31655,30451,28744,I20,I22,J2,30283.3,1194.3,1.1305,0.0476,DH5
0.033,0.0068,50,0.026,10,2,0.45,0.3,15,0.15,0.1,2,50,0.225,20,10,30585,30019,30551,C17,C19,C21,30385,259.2,1.1345,0.0103,DH5
0.165,0.034,50,0.078,10,2,0.75,0.1,9,0.15,0.1,2,50,0.075,20,10,31045,30997,29147,D11,D14,D17,30396.3,883.6,1.135,0.0352,DH5
0.033,0.034,50,0.078,10,2,0.75,0.1,9,0.45,0.1,2,50,0.075,20,10,30400,30108,30712,H11,H12,H13,30406.7,246.6,1.1354,0.0098,DH5
0.099,0.0068,50,0.026,10,2,0.75,0.1,9,0.15,0.1,1.2,50,0.075,20,10,31209,30385,30287,B20,B21,B22,30627,413.5,1.1442,0.0165,DH5
0.033,0.0068,50,0.13,10,2,0.75,0.1,9,0.45,0.1,2,50,0.075,20,10,30678,30336,30920,H2,H5,H8,30644.7,239.6,1.1449,0.0096,DH5
0.165,0.0068,50,0.078,10,2,0.45,0.1,15,0.15,0.1,2,50,0.075,20,10,31469,31583,28988,D3,D4,D5,30680,1197.3,1.1463,0.0478,DH5
0.033,0.0204,50,0.026,10,2,0.75,0.3,3,0.45,0.02,1.2,50,0.075,20,10,30993,31443,30206,F11,F13,F15,30880.7,511.2,1.1543,0.0204,DH5
0.033,0.0204,50,0.026,10,2,0.75,0.1,15,0.45,0.02,1.2,50,0.075,20,10,30978,30148,32165,G3,G4,G5,31097,827.7,1.1629,0.033,DH5
0.033,0.034,50,0.13,10,2,1.5,0.3,9,0.15,0.02,4,50,0.075,40,10,33528,30027,30196,E17,E20,E23,31250.3,1612,1.1691,0.0643,DH5
0.033,0.0068,50,0.078,10,2,0.45,0.3,15,0.15,0.06,1.2,50,0.075,20,10,33223,30180,30520,B23,C2,C3,31307.7,1361.4,1.1713,0.0543,DH5
0.099,0.034,50,0.078,10,2,0.75,0.3,15,0.15,0.06,2,50,0.225,20,10,32945,30225,31583,E2,E3,E4,31584.3,1110.4,1.1824,0.0443,DH5
0.033,0.0068,50,0.026,10,2,0.75,0.3,9,0.15,0.06,2,50,0.225,20,10,31160,31795,33341,C4,C7,C10,32098.7,915.9,1.2029,0.0365,DH5
0.165,0.0204,50,0.078,10,2,1.5,0.1,9,0.15,0.1,4,50,0.075,40,10,32524,31760,32417,F4,F5,F6,32233.7,337.8,1.2083,0.0135,DH5
0.33,0.0068,50,0.026,10,2,1.5,0.1,9,0.45,0.1,4,50,0.075,40,10,32412,32456,32302,J10,J13,J16,32390,64.8,1.2145,0.0026,DH5
0.099,0.034,50,0.13,10,2,0.75,0.3,9,0.15,0.02,2,50,0.225,20,10,32366,33165,31763,D10,D13,D16,32431.3,574.2,1.2162,0.0229,DH5
0.165,0.0204,50,0.078,10,2,1.5,0.1,9,0.15,0.02,4,50,0.075,40,10,33980,32055,31689,E8,E10,E12,32574.7,1004.9,1.2219,0.0401,DH5
0.099,0.034,50,0.026,10,2,1.5,0.1,9,0.15,0.06,4,50,0.075,40,10,33961,32375,31442,E9,E11,E13,32592.7,1039.8,1.2226,0.0415,DH5
0.033,0.0204,50,0.13,10,2,0.75,0.3,15,0.15,0.1,2,50,0.075,20,10,31523,32756,33625,D18,D20,D22,32634.7,862.4,1.2243,0.0344,DH5
0.165,0.0068,50,0.078,10,2,1.5,0.1,9,0.15,0.1,4,50,0.075,40,10,33678,33463,32468,E19,E22,F3,33203,527.1,1.2469,0.021,DH5
0.033,0.0068,50,0.026,10,2,1.5,0.1,9,0.15,0.06,4,50,0.075,40,10,34667,32738,33134,E5,E6,E7,33513,831.9,1.2593,0.0332,DH5
0.033,0.0068,50,0.26,10,2,1.5,0.1,9,0.15,0.02,4,50,0.075,40,10,35838,33288,31676,E14,E15,E16,33600.7,1713.5,1.2628,0.0683,DH5
