Buffer,Mg-glutamate,K-glutamate,Amino acid,Spermidine,3-PGA,NTPs,PEG-8000,DNA,yield_1,yield_2,yield_3,yield,yield_std
P3_Buffer 26,6.03,40.8,1.5075,0.495,22.5,2.25,1.5,8.2,1.548531583061404,1.5948732583098622,0.8585803441815452,1.3339950618509373,0.4123727113288525
P3_Buffer 27,9.0,0.0,0.3825,0.75,45.0,2.25,2.01,8.2,1.8054394084147052,1.935270543568619,1.3894065535938058,1.7100388351923768,0.2851628059831215
P3_Buffer 28,4.5,160.8,2.25,0.0,30.15,1.5075,0.51,10.0,1.5732843654230309,1.480191570405846,0.6715014206484109,1.2416591188257626,0.4959600968971193
P3_Buffer 29,9.0,0.0,0.7425,0.0,30.15,2.25,0.51,10.0,1.9623311041353897,2.05319056540566,1.105289278757274,1.706936982766108,0.5230189578111933
P3_Buffer 30,4.5,79.2,2.25,0.255,22.5,1.5075,0.99,10.0,0.8046453341935803,1.4392843406082114,1.1298187277442089,1.124582800848667,0.3173518998108868
P3_Buffer 31,0.0,120.0,2.25,0.495,14.85,2.25,0.0,6.4,1.7911832946635726,1.7766666253086338,2.0167872253309675,1.8615457151010584,0.1346388810713216
P3_Buffer 32,2.97,0.0,2.25,0.495,45.0,2.25,0.99,4.6,1.955296102832612,1.968844994230554,2.096145017804633,2.0067620382892666,0.0777038022545337
P3_Buffer 33,6.03,79.2,2.25,0.75,30.15,1.5075,3.0,10.0,1.1684926237949305,1.251200416888966,0.4957752769954216,0.9718227725597728,0.4143380965883291
P3_Buffer 34,6.03,79.2,2.25,1.5,30.15,1.5075,2.01,10.0,1.3417993225554303,1.4438626747893843,1.137672618087522,1.3077782051441122,0.1559043457643449
P3_Buffer 35,6.03,120.0,0.7425,0.255,22.5,2.25,0.99,10.0,1.1098303907093314,1.305954315917466,1.723327170986513,1.379703959204437,0.3133270372411766
P3_Buffer 36,2.97,0.0,0.7425,0.75,45.0,2.25,3.0,4.6,1.669503827685894,1.645346600990111,1.9571199920592572,1.757323473578421,0.1734499336932861
P3_Buffer 37,0.0,40.8,2.25,0.255,45.0,1.5075,0.0,6.4,1.6825688301053388,2.1104011315557654,2.201818926262764,1.998262962641289,0.2771937811089789
P3_Buffer 38,6.03,40.8,1.5075,0.255,7.65,2.25,0.0,10.0,1.7487499534722133,1.7391466183604845,1.239400970259439,1.5757658473640457,0.2913401000952578
P3_Buffer 39,2.97,240.0,0.7425,0.0,30.15,2.25,1.5,10.0,1.4174721143466875,1.285035423154708,1.0812064965197212,1.2612380113403725,0.1693912011880596
P3_Buffer 40,2.97,0.0,1.5075,0.255,30.15,1.5075,0.99,10.0,2.220467263049493,1.6259538196210777,1.1570281772274398,1.6678164199660035,0.5329540602099212
P3_Buffer 41,0.0,0.0,1.125,1.005,30.15,1.5075,0.0,10.0,1.9127138727247912,1.4017271114309464,0.8606647890119976,1.3917019243892452,0.5260961859932535
P3_Buffer 42,9.0,160.8,2.25,1.005,7.65,2.25,0.51,8.2,1.7653510676576052,1.5409382483218974,1.7901782944774616,1.698822536818988,0.1372941521462788
P3_Buffer 43,0.0,40.8,1.125,0.75,7.65,2.25,3.0,8.2,1.2837326451356752,1.374629328635061,1.5441765822549225,1.400846185341886,0.1321864356779213
P3_Buffer 44,9.0,240.0,0.7425,0.0,22.5,2.25,0.0,10.0,1.7816916262391898,1.4596821221633558,0.7473603235852451,1.3295780239959305,0.529297287148178
P3_Buffer 45,0.0,120.0,0.0,0.0,45.0,1.5075,1.5,10.0,1.758539399729519,1.8466071938161468,0.986103701130315,1.5304167648919933,0.4734411448374972
P3_Buffer 46,6.03,0.0,0.3825,0.495,22.5,2.25,0.99,10.0,1.9934116654466043,1.775884958497214,1.918520540466767,1.895939054803528,0.1105075096096675
P3_Buffer 47,4.5,0.0,2.25,0.75,7.65,1.5075,0.0,10.0,1.5038649081231308,1.1049915009243516,1.59286325793764,1.400573222328374,0.2598203073059347
P3_Buffer 48,9.0,160.8,2.25,0.75,14.85,2.25,3.0,8.2,1.1860242937082026,0.8755536806580889,0.9875553680658088,1.0163777808107002,0.1572292879817752
P3_Buffer 49,0.0,0.0,0.3825,0.495,7.65,2.25,0.51,10.0,1.3093787609960668,1.1189126146134474,0.8838170155216695,1.1040361303770612,0.213170547074943
P3_Buffer 50,2.97,40.8,1.5075,0.255,22.5,1.5075,1.5,10.0,1.475352680620867,1.7839994044443344,1.2830998672407157,1.514150650768639,0.2526935861045752
