nad,folinic_acid,DNA,coa,RBS,peg,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,hepes,camp,K_gluta,promoter,value_1,value_2,value_3,well_1,well_2,well_3,mean,std,yield,yield_std,plaque_name
0.165,0.0068,50,0.078,10,2,0.45,0.1,15,0.15,0.1,2,50,0.075,20,10,12486,13757,13532,D3,D4,D5,13258.3,553.8,1.2017,0.074,spectinomycin
0.165,0.068,50,0.13,10,2,1.5,0.1,9,0.45,0.06,4,50,0.075,40,10,13441,13297,13132,K3,K5,K7,13290,126.2,1.2059,0.0169,spectinomycin
0.099,0.034,50,0.026,10,2,0.75,0.1,15,0.45,0.02,1.2,50,0.075,20,10,13836,13184,12882,G15,G16,G17,13300.7,398.1,1.2073,0.0532,spectinomycin
0.033,0.034,50,0.026,10,2,1.5,0.1,9,1.5,0.06,2,50,0.075,40,10,12587,14380,13011,L20,L22,M2,13326,765.1,1.2107,0.1023,spectinomycin
0.33,0.068,50,0.078,10,2,1.5,0.3,9,0.45,0.06,4,50,0.075,40,10,13442,12962,13579,K11,K12,K13,13327.7,264.5,1.2109,0.0354,spectinomycin
0.033,0.034,50,0.026,10,2,0.45,0.1,15,0.15,0.1,2,50,0.075,20,10,13638,13747,12691,C16,C18,C20,13358.7,474.2,1.2151,0.0634,spectinomycin
0.165,0.034,50,0.078,10,2,0.75,0.1,9,0.15,0.1,2,50,0.075,20,10,13935,13339,12863,D11,D14,D17,13379,438.6,1.2178,0.0586,spectinomycin
0.165,0.0068,50,0.026,10,2,1.5,0.3,9,1.5,0.1,4,50,0.075,40,10,13532,13781,12873,M15,M16,M17,13395.3,383.1,1.22,0.0512,spectinomycin
0.33,0.0068,50,0.078,10,2,1.5,0.1,9,0.75,0.1,4,50,0.075,40,10,12410,12885,14894,L12,L15,L18,13396.3,1076.6,1.2201,0.1439,spectinomycin
0.165,0.034,50,0.078,10,2,1.5,0.1,9,1.5,0.1,4,50,0.375,40,10,12411,13291,14549,O4,O5,O6,13417,877.4,1.2229,0.1173,spectinomycin
0.033,0.0204,50,0.026,10,2,0.75,0.5,3,0.75,0.02,2,50,0.075,4,10,13420,13277,13605,J3,J4,J5,13434,134.3,1.2252,0.0179,spectinomycin
0.099,0.0068,50,0.026,10,2,0.75,0.1,9,0.15,0.1,1.2,50,0.075,20,10,13038,13421,13882,B20,B21,B22,13447,345.1,1.2269,0.0461,spectinomycin
0.165,0.034,50,0.078,10,2,1.5,0.1,9,0.75,0.02,4,50,0.075,40,10,13628,13323,13402,K17,K18,K19,13451,129.2,1.2274,0.0173,spectinomycin
0.033,0.0068,50,0.026,10,2,1.5,0.5,9,0.75,0.06,4,50,0.075,40,10,13006,14132,13467,K14,K15,K16,13535,462.2,1.2387,0.0618,spectinomycin
0.099,0.034,50,0.078,10,2,0.75,0.3,15,0.15,0.06,2,50,0.225,20,10,13758,13930,13063,E2,E3,E4,13583.7,374.8,1.2452,0.0501,spectinomycin
0.165,0.068,50,0.078,10,2,1.5,0.3,9,1.5,0.06,4,50,0.075,40,10,13357,14070,13598,O7,O9,O11,13675,296.1,1.2574,0.0396,spectinomycin
0.165,0.034,50,0.026,10,2,0.75,0.1,15,0.45,0.06,2,50,0.075,20,10,12585,14058,14432,H22,I4,I8,13691.7,797.3,1.2596,0.1066,spectinomycin
0.165,0.0068,50,0.13,10,2,0.75,0.1,9,0.45,0.02,2,50,0.075,20,10,13885,14229,13175,H4,H7,H10,13763,438.9,1.2691,0.0587,spectinomycin
0.099,0.0068,50,0.078,10,2,0.75,0.1,9,0.45,0.1,2,50,0.075,20,10,13678,14623,13172,H3,H6,H9,13824.3,601.3,1.2773,0.0804,spectinomycin
0.165,0.0204,50,0.078,10,2,1.5,0.1,9,0.75,0.02,4,50,0.375,40,10,14595,13314,13664,L2,L5,L8,13857.7,540.6,1.2818,0.0723,spectinomycin
0.165,0.068,50,0.026,10,2,1.5,0.5,9,0.15,0.1,4,50,0.225,40,10,13722,14280,13580,G18,G19,G20,13860.7,302.1,1.2822,0.0404,spectinomycin
