nad,folinic_acid,DNA,coa,RBS,peg,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,hepes,camp,K_gluta,promoter,yield,yield_std,plaque_name,well_1
0.099,0.0204,50,0.13,10,2,1.5,0.1,9,0.75,0.02,4,50,0.375,40,10,1.9887,0.121,PS_full,K23
0.165,0.0204,50,0.078,10,2,1.5,0.1,9,0.75,0.02,4,50,0.375,40,10,2.0636,0.0904,PS_full,L2
0.099,0.034,50,0.026,10,2,1.5,0.3,9,0.75,0.1,4,50,0.075,40,10,2.0138,0.029,PS_full,L3
0.099,0.0068,50,0.078,10,2,1.5,0.1,9,0.75,0.2,4,50,0.225,40,10,1.9851,0.1111,PS_full,L10
0.099,0.034,50,0.026,10,2,1.5,0.1,9,0.75,0.2,4,50,0.075,40,10,2.0144,0.0775,PS_full,L11
0.33,0.0068,50,0.078,10,2,1.5,0.1,9,0.75,0.1,4,50,0.075,40,10,2.0115,0.1161,PS_full,L12
0.033,0.0204,50,0.026,10,2,1.5,0.1,9,1.5,0.1,2,50,0.075,40,10,1.6652,0.0368,PS_full,L19
0.033,0.034,50,0.026,10,2,1.5,0.1,9,1.5,0.06,2,50,0.075,40,10,1.7474,0.0334,PS_full,L20
0.033,0.034,50,0.026,10,2,1.5,0.1,9,1.5,0.02,4,50,0.075,40,10,2.1036,0.0124,PS_full,M3
0.033,0.0204,50,0.026,10,2,1.5,0.1,9,1.5,0.02,4,50,0.225,40,10,2.0762,0.0304,PS_full,M4
0.099,0.0068,50,0.026,10,2,1.5,0.1,9,1.5,0.1,4,50,0.075,40,10,2.154,0.0192,PS_full,M9
0.099,0.0204,50,0.026,10,2,1.5,0.1,9,1.5,0.06,4,50,0.075,40,10,2.1071,0.1182,PS_full,M10
