nad,folinic_acid,DNA,coa,RBS,peg,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,hepes,camp,K_gluta,promoter,value_1,value_2,value_3,well_1,well_2,well_3,mean,std,yield,yield_std,plaque_name
0.033,0.0068,50,0.026,10,2,0.15,0.1,3,0.15,0.02,0.4,50,0.075,8,10,10847,12772,13064,A2,A8,A14,12227.7,983.5,0.4081,0.0495,plate_AL_6
0.165,0.0068,50,0.026,10,2,0.15,0.1,9,0.15,0.02,0.4,50,0.375,24,10,10939,10288,10251,A3,A9,A15,10492.7,316,0.3208,0.0159,plate_AL_6
0.099,0.0204,50,0.078,10,2,0.15,0.5,3,0.45,0.1,1.2,50,0.225,8,10,10734,10443,10428,A4,A10,A16,10535,140.8,0.3229,0.0071,plate_AL_6
0.033,0.0204,50,0.078,10,2,0.15,0.5,9,0.45,0.06,2,50,0.225,24,10,6543,5764,5956,A5,A11,A17,6087.7,331.4,0.0993,0.0167,plate_AL_6
0.33,0.068,0,0.26,10,2,1.5,1,30,1.5,0.2,4,50,0.75,80,10,3807,4377,4158,A6,A12,A18,4114,234.8,0,0.0118,plate_AL_6
0.33,0.068,50,0.26,10,2,1.5,1,30,1.5,0.2,4,50,0.75,80,10,4483,4646,4467,A7,A13,A19,4532,80.9,0.021,0.0041,plate_AL_6
0.033,0.0204,50,0.026,10,2,1.5,0.1,9,0.15,0.06,4,50,0.075,80,10,24645,25814,38483,B2,B6,B10,29647.3,6266,1.2841,0.3151,plate_AL_6
0.099,0.0204,50,0.026,10,2,1.5,0.1,9,0.15,0.02,4,50,0.075,80,10,51780,31818,35827,B3,B7,B11,39808.3,8622,1.7952,0.4336,plate_AL_6
0.033,0.0068,50,0.026,10,2,1.5,0.5,9,0.15,0.02,4,50,0.075,80,10,26461,28492,29113,B4,B8,B12,28022,1132.5,1.2024,0.057,plate_AL_6
0.099,0.0068,50,0.078,10,2,1.5,0.1,9,0.15,0.02,4,50,0.075,80,10,29479,53647,37590,B5,B9,B13,40238.7,10042.7,1.8168,0.5051,plate_AL_6
0.165,0.0068,50,0.026,10,2,1.5,0.1,9,0.15,0.06,4,50,0.075,80,10,52546,39541,47581,B14,B17,B20,46556,5358.5,2.1345,0.2695,plate_AL_6
0.165,0.0068,50,0.026,10,2,1.5,0.3,9,0.15,0.02,4,50,0.075,80,10,40500,35994,36998,B15,B18,B21,37830.7,1931.5,1.6957,0.0971,plate_AL_6
0.099,0.0068,50,0.026,10,2,1.5,0.1,9,0.15,0.06,4,50,0.225,80,10,54664,40959,29711,B16,B19,B22,41778,10203.5,1.8942,0.5132,plate_AL_6
0.165,0.034,50,0.026,10,2,1.5,0.1,9,0.15,0.02,4,50,0.075,80,10,38993,47157,41592,B23,C5,C9,42580.7,3405.5,1.9346,0.1713,plate_AL_6
0.099,0.034,50,0.026,10,2,1.5,0.3,9,0.15,0.02,4,50,0.075,80,10,44368,46859,50550,C2,C6,C10,47259,2539.6,2.1699,0.1277,plate_AL_6
0.165,0.0204,50,0.078,10,2,1.5,0.1,9,0.15,0.02,4,50,0.075,80,10,30823,52315,54894,C3,C7,C11,46010.7,10790.8,2.1071,0.5427,plate_AL_6
0.033,0.034,50,0.078,10,2,1.5,0.1,9,0.15,0.02,4,50,0.225,80,10,35515,52861,38928,C4,C8,C12,42434.7,7503,1.9272,0.3773,plate_AL_6
0.099,0.034,50,0.026,10,2,1.5,0.3,9,0.15,0.06,4,50,0.075,80,10,47892,36760,50615,C13,C22,D9,45089,5993.5,2.0607,0.3014,plate_AL_6
0.165,0.0204,50,0.026,10,2,1.5,0.3,9,0.15,0.06,4,50,0.075,80,10,40124,32541,30264,C14,C23,D10,34309.7,4215.1,1.5186,0.212,plate_AL_6
0.099,0.0204,50,0.026,10,2,1.5,0.5,9,0.15,0.06,4,50,0.075,80,10,27622,29070,30403,C15,D2,D11,29031.7,1135.7,1.2532,0.0571,plate_AL_6
0.033,0.034,50,0.078,10,2,1.5,0.1,9,0.15,0.1,4,50,0.075,80,10,43000,34059,52749,C16,D3,D12,43269.3,7632.5,1.9692,0.3839,plate_AL_6
0.165,0.0068,50,0.078,10,2,1.5,0.1,9,0.15,0.1,4,50,0.075,80,10,39556,34011,56502,C17,D4,D13,43356.3,9567.1,1.9736,0.4812,plate_AL_6
0.033,0.034,50,0.13,10,2,1.5,0.3,9,0.15,0.02,4,50,0.075,80,10,36589,37313,36116,C18,D5,D14,36672.7,492.2,1.6375,0.0248,plate_AL_6
0.165,0.0068,50,0.078,10,2,1.5,0.5,9,0.15,0.02,4,50,0.075,80,10,30885,26874,35025,C19,D6,D15,30928,3327.8,1.3485,0.1674,plate_AL_6
0.099,0.0204,50,0.026,10,2,1.5,0.1,9,0.15,0.1,4,50,0.225,80,10,43938,32905,36676,C20,D7,D16,37839.7,4578.7,1.6961,0.2303,plate_AL_6
0.099,0.0204,50,0.026,10,2,1.5,0.3,9,0.15,0.06,4,50,0.225,80,10,46754,40127,47982,C21,D8,D17,44954.3,3450.1,2.054,0.1735,plate_AL_6
0.033,0.0068,50,0.078,10,2,1.5,1,9,0.15,0.02,4,50,0.075,80,10,7964,7389,7296,D18,D19,D20,7549.7,295.4,0.1728,0.0149,plate_AL_6
0.165,0.0204,50,0.026,10,2,1.5,0.3,9,0.15,0.1,4,50,0.075,80,10,40138,39795,43193,D21,E10,E21,41042,1527.4,1.8572,0.0768,plate_AL_6
0.165,0.034,50,0.078,10,2,1.5,0.3,9,0.15,0.02,4,50,0.075,80,10,44421,39895,44469,D22,E11,E22,42928.3,2145,1.9521,0.1079,plate_AL_6
0.033,0.034,50,0.078,10,2,1.5,0.5,9,0.15,0.06,4,50,0.075,80,10,27157,28689,29242,D23,E12,E23,28362.7,881.9,1.2195,0.0444,plate_AL_6
0.099,0.034,50,0.078,10,2,1.5,0.5,9,0.15,0.02,4,50,0.075,80,10,32346,34228,27075,E2,E13,F2,31216.3,3027.5,1.363,0.1523,plate_AL_6
0.099,0.0204,50,0.078,10,2,1.5,0.5,9,0.15,0.06,4,50,0.075,80,10,28641,29909,33260,E3,E14,F3,30603.3,1948.6,1.3322,0.098,plate_AL_6
0.165,0.0204,50,0.078,10,2,1.5,0.5,9,0.15,0.02,4,50,0.075,80,10,33446,35726,23687,E4,E15,F4,30953,5221.5,1.3498,0.2626,plate_AL_6
0.099,0.0204,50,0.13,10,2,1.5,0.1,9,0.15,0.1,4,50,0.075,80,10,36623,42059,36237,E5,E16,F5,38306.3,2658.2,1.7196,0.1337,plate_AL_6
0.099,0.0204,50,0.13,10,2,1.5,0.3,9,0.15,0.06,4,50,0.075,80,10,45937,48113,46322,E6,E17,F6,46790.7,948.1,2.1463,0.0477,plate_AL_6
0.165,0.0068,50,0.13,10,2,1.5,0.1,9,0.15,0.1,4,50,0.075,80,10,35261,42076,38044,E7,E18,F7,38460.3,2797.7,1.7274,0.1407,plate_AL_6
0.099,0.0068,50,0.13,10,2,1.5,0.3,9,0.15,0.1,4,50,0.075,80,10,35022,46586,34054,E8,E19,F8,38554,5693.2,1.7321,0.2863,plate_AL_6
0.165,0.0068,50,0.13,10,2,1.5,0.5,9,0.15,0.02,4,50,0.075,80,10,32263,28310,33065,E9,E20,F9,31212.7,2078.4,1.3629,0.1045,plate_AL_6
0.33,0.034,50,0.026,10,2,1.5,0.1,9,0.15,0.02,4,50,0.075,80,10,33305,53257,50273,F10,F16,F22,45611.7,8787,2.087,0.4419,plate_AL_6
0.033,0.0204,50,0.026,10,2,1.5,0.3,9,0.15,0.2,4,50,0.075,80,10,41391,52630,42998,F11,F17,F23,45673,4962.9,2.0901,0.2496,plate_AL_6
0.099,0.0068,50,0.026,10,2,1.5,0.3,9,0.15,0.2,4,50,0.075,80,10,41366,41810,46218,F12,F18,G2,43131.3,2190.1,1.9623,0.1101,plate_AL_6
0.033,0.0068,50,0.026,10,2,1.5,1,9,0.15,0.1,4,50,0.075,80,10,8819,7580,7440,F13,F19,G3,7946.3,619.7,0.1927,0.0312,plate_AL_6
0.099,0.0068,50,0.078,10,2,1.5,1,9,0.15,0.02,4,50,0.075,80,10,7901,9067,7355,F14,F20,G4,8107.7,714,0.2009,0.0359,plate_AL_6
0.099,0.068,50,0.026,10,2,1.5,0.1,9,0.15,0.02,4,50,0.225,80,10,42243,39468,35850,F15,F21,G5,39187,2617.5,1.7639,0.1316,plate_AL_6
