# nad;folinic_acid;coa;nucleo_mix;spermidin;pga;aa;trna;mg_gluta;camp;K_gluta;y_data;y_data_std;y_pr;y_std_pr
0.003594;0.000157;0.005273;1.687500;0.100000;8100.000000;1.012500;0.004000;32.000000;0.042187;256000.000000;1.489700;0.055600;1.244961;0.121201
0.010781;0.000157;0.001758;1.687500;0.300000;13500.000000;1.012500;0.000800;32.000000;0.126562;256000.000000;0.775800;0.095400;0.736537;0.079781
0.017969;0.000094;0.005273;3.375000;0.100000;8100.000000;0.337500;0.004000;64.000000;0.042187;512000.000000;1.015900;0.034000;1.338602;0.127835
0.017969;0.000157;0.005273;3.375000;0.100000;8100.000000;3.375000;0.004000;64.000000;0.210938;512000.000000;2.479100;0.012300;2.249614;0.162156
0.017969;0.000314;0.008788;3.375000;1.000000;8100.000000;0.337500;0.004000;64.000000;0.042187;512000.000000;0.230100;0.009300;0.325721;0.125411
0.017969;0.000031;0.001758;3.375000;0.300000;8100.000000;3.375000;0.004000;64.000000;0.042187;512000.000000;2.198100;0.048700;2.231213;0.089465
0.003594;0.000157;0.008788;3.375000;0.300000;8100.000000;0.337500;0.000800;64.000000;0.042187;512000.000000;1.155700;0.069500;1.033011;0.058993
0.003594;0.000031;0.005273;3.375000;0.300000;8100.000000;3.375000;0.008000;64.000000;0.042187;512000.000000;1.934100;0.111700;2.020953;0.064804
0.035937;0.000094;0.001758;3.375000;0.100000;8100.000000;3.375000;0.008000;64.000000;0.210938;512000.000000;2.481800;0.117000;2.401482;0.153212
0.035937;0.000314;0.017576;3.375000;0.100000;27000.000000;3.375000;0.008000;64.000000;0.421875;512000.000000;0.161400;0.007300;0.304013;0.174792
0.003594;0.000157;0.001758;1.012500;0.100000;13500.000000;0.337500;0.004000;32.000000;0.042187;256000.000000;0.870400;0.036600;0.869249;0.064826
0.017969;0.000157;0.005273;3.375000;0.100000;8100.000000;1.687500;0.000800;64.000000;0.042187;512000.000000;2.088900;0.072600;1.923570;0.076418
0.035937;0.000031;0.001758;3.375000;0.100000;8100.000000;1.012500;0.004000;64.000000;0.042187;512000.000000;1.921100;0.137500;1.837774;0.095782
0.035937;0.000157;0.005273;3.375000;0.100000;8100.000000;3.375000;0.002400;64.000000;0.042187;512000.000000;2.599300;0.025400;2.546500;0.138932
0.017969;0.000094;0.005273;1.012500;0.300000;8100.000000;1.012500;0.004000;6.400000;0.126562;153600.000000;1.078600;0.078500;0.897001;0.154221
0.010781;0.000157;0.001758;1.687500;0.100000;13500.000000;1.012500;0.000800;19.200000;0.042187;256000.000000;0.725700;0.078100;0.884393;0.069743
0.003594;0.000157;0.001758;1.687500;0.500000;2700.000000;1.012500;0.000800;32.000000;0.042187;51200.000000;1.079900;0.015700;1.051679;0.117380
0.017969;0.000314;0.005273;3.375000;0.100000;8100.000000;3.375000;0.000800;64.000000;0.042187;512000.000000;2.521900;0.054400;2.491228;0.098305
0.003594;0.000094;0.005273;3.375000;0.500000;8100.000000;1.012500;0.004000;64.000000;0.042187;512000.000000;1.129600;0.088600;1.079486;0.066168
0.003594;0.000157;0.001758;1.687500;0.500000;8100.000000;1.012500;0.000800;19.200000;0.042187;256000.000000;0.667600;0.056400;0.702360;0.066979
0.010781;0.000094;0.005273;3.375000;0.100000;8100.000000;3.375000;0.008000;64.000000;0.042187;512000.000000;2.491200;0.032400;2.343997;0.103204
0.003594;0.000094;0.008788;1.687500;0.300000;13500.000000;0.337500;0.004000;32.000000;0.042187;256000.000000;0.556000;0.027900;0.503027;0.098248
0.003594;0.000094;0.001758;1.687500;0.100000;13500.000000;1.012500;0.000800;19.200000;0.042187;256000.000000;0.591700;0.026000;0.787345;0.109858
0.003594;0.000031;0.005273;3.375000;1.000000;8100.000000;1.012500;0.002400;64.000000;0.042187;512000.000000;0.265400;0.028100;0.436886;0.170748
